"LOCH NESS (GARTHBEG)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5704,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,3.93,7.39,5.81,7.66,3.77,2.30,6.47,7.02,5.00,0.61,,
February,4.14,0.60,3.20,1.21,7.27,1.98,4.05,3.53,4.83,1.52,,
March,1.23,2.86,1.66,5.71,2.23,1.32,2.47,4.29,3.81,2.36,,
April,2.37,4.40,3.24,7.73,2.97,1.67,0.50,0.91,2.56,2.50,,
May,4.01,4.81,1.70,3.43,1.20,1.47,1.52,3.19,1.26,2.14,,
June,2.89,0.34,2.25,1.49,3.41,1.17,1.93,4.53,1.76,1.20,,
July,4.56,4.66,2.68,4.37,1.26,5.41,3.71,4.96,5.48,8.31,,
August,2.50,1.68,3.45,2.08,4.36,2.54,3.91,3.04,1.52,1.99,,
September,1.60,4.66,0.92,3.62,6.18,3.36,4.18,3.99,1.64,1.82,,
October,3.77,8.33,7.67,6.85,8.54,4.91,2.06,7.39,2.01,4.02,,
November,3.56,6.82,1.56,1.77,4.72,2.84,0.82,7.90,4.82,5.90,,
December,4.28,5.07,0.44,4.16,1.30,8.41,1.57,4.47,2.43,4.46,,
Total,38.84,51.62,34.58,50.08,47.21,37.38,33.19,55.22,37.12,36.83,,
Calc annual,38.84,51.62,34.58,50.08,47.21,37.38,33.19,55.22,37.12,36.83,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
