"OTTERY ST MARY (BROAD OAK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1815,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.97,4.09,2.93,2.72,0.70,5.79,7.43,3.64,7.00,2.39,,
February,2.57,0.02,5.16,0.18,4.16,3.90,6.92,1.04,2.02,5.13,,
March,1.79,2.76,3.98,3.35,1.14,4.54,5.27,0.17,1.41,2.65,,
April,3.49,3.22,2.04,3.43,4.41,2.45,3.88,0.11,2.30,3.16,,
May,3.25,4.23,2.24,1.45,2.13,0.69,2.76,2.83,0.80,1.87,,
June,3.39,3.47,2.85,1.98,4.10,2.06,0.79,2.43,2.63,0.78,,
July,4.18,4.05,2.41,1.12,0.45,6.87,3.89,4.06,6.43,2.40,,
August,4.26,1.83,1.01,4.53,2.46,0.11,1.42,3.71,3.58,0.09,,
September,1.37,4.50,2.18,3.22,3.38,3.92,3.18,1.47,1.41,1.79,,
October,0.56,6.48,2.46,3.07,3.94,1.28,4.11,3.23,5.33,4.85,,
November,7.55,2.54,1.13,1.54,6.18,3.09,2.56,5.75,6.50,6.36,,
December,1.76,3.47,2.91,13.77,5.51,3.62,4.17,4.43,1.56,3.36,,
Total,37.14,40.66,31.30,40.36,38.56,38.32,46.38,32.87,40.97,34.83,,
Calc annual,37.14,40.66,31.30,40.36,38.56,38.32,46.38,32.87,40.97,34.83,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
