"BORROWDALE (STOCKLEY BRIDGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3626/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,30.00,16.75,22.25,13.85,16.25,22.75,22.00,16.00,2.90,,
February,,0.00,17.75,3.00,26.50,6.25,20.25,4.75,22.00,8.00,,
March,,9.75,9.75,8.00,3.75,9.50,4.25,11.50,11.00,16.25,,
April,,11.75,5.50,6.75,8.75,2.50,8.75,1.75,6.75,5.50,,
May,,8.00,4.75,12.00,1.00,2.00,3.00,12.00,1.90,2.10,,
June,,5.50,4.50,6.50,9.50,8.00,10.75,14.25,12.50,1.80,,
July,,11.50,10.50,4.25,7.75,16.00,8.50,24.25,16.75,13.25,,
August,,7.25,7.50,17.75,8.50,5.50,6.75,8.75,4.00,8.25,,
September,,17.75,2.25,17.75,20.00,15.00,12.00,8.00,5.75,13.75,,
October,,21.50,-999.00,22.50,23.25,15.75,6.75,30.00,5.00,16.00,,
November,,10.50,3.25,6.00,14.75,17.75,4.25,21.25,27.00,14.75,,
December,,27.50,4.25,22.00,8.25,22.00,8.25,11.50,5.25,17.25,,
Total,,161.00,96.00,148.75,145.85,136.50,116.25,170.00,133.90,119.80,,
Calc annual,0.00,161.00,86.75,148.75,145.85,136.50,116.25,170.00,133.90,119.80,,
Difference,NaN,0.00,9.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
