"HORBURY (DURKAR HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3228,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.78,1.70,,,,,,,,,,
February,2.81,0.28,,,,,,,,,,
March,0.21,1.41,,,,,,,,,,
April,3.44,2.41,,,,,,,,,,
May,2.24,5.18,,,,,,,,,,
June,4.34,0.31,,,,,,,,,,
July,3.09,2.73,,,,,,,,,,
August,4.21,1.24,,,,,,,,,,
September,3.46,1.30,,,,,,,,,,
October,0.94,,,,,,,,,,,
November,3.56,,,,,,,,,,,
December,0.92,,,,,,,,,,,
Total,31.00,,,,,,,,,,,
Calc annual,31.00,16.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
