"BELGARD CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6112,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.69,,2.54,2.52,1.47,5.95,3.36,3.17,3.90,2.01,,
February,1.25,,3.77,0.14,5.63,2.65,3.09,0.81,2.51,3.91,,
March,1.12,,2.17,2.71,0.51,2.35,4.14,0.96,3.55,1.21,,
April,2.86,,0.75,2.94,2.50,2.08,1.42,0.06,2.28,1.97,,
May,2.97,,2.34,1.77,2.40,1.19,1.27,2.27,0.40,1.01,,
June,3.02,,1.37,2.01,3.71,3.58,1.06,3.02,1.66,0.67,,
July,3.78,,1.74,2.35,0.73,7.75,2.62,4.34,3.38,4.21,,
August,2.88,,0.73,3.85,3.04,0.79,1.44,1.98,3.63,0.37,,
September,4.37,,1.72,4.62,4.40,2.64,1.89,1.03,2.67,2.32,,
October,1.44,,2.91,3.35,3.06,1.04,4.58,4.85,2.50,5.76,,
November,5.56,,1.58,3.03,5.99,2.47,1.60,2.84,4.70,3.89,,
December,2.36,,1.68,6.27,2.00,2.69,1.92,3.66,2.28,1.99,,
Total,33.30,,23.30,35.56,35.44,35.18,28.39,28.99,33.46,29.32,,
Calc annual,33.30,0.00,23.30,35.56,35.44,35.18,28.39,28.99,33.46,29.32,,
Difference,-0.00,NaN,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
