"BORROWDALE (THE MORAINE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3633,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,9.93,22.05,13.90,21.00,4.26,13.46,17.38,16.29,16.58,2.77,,
February,8.47,0.05,13.47,1.01,20.78,5.34,9.71,5.19,17.23,3.57,,
March,1.70,6.32,7.28,6.95,2.61,6.45,3.97,8.94,9.30,12.18,,
April,4.56,9.08,3.11,6.96,6.66,2.40,4.15,1.42,5.83,4.77,,
May,7.63,5.24,4.41,9.21,1.21,1.18,3.48,7.87,1.15,1.99,,
June,10.67,4.67,4.54,5.76,6.57,6.62,4.46,15.04,7.93,1.50,,
July,11.12,10.70,8.92,2.88,4.22,10.85,5.17,16.32,14.74,8.82,,
August,5.24,1.88,8.67,12.25,5.47,4.60,4.63,7.46,4.20,5.88,,
September,3.53,11.55,1.79,13.35,17.91,9.26,8.64,6.46,4.07,9.98,,
October,9.32,16.40,8.19,16.94,17.73,12.29,4.90,26.17,4.86,11.30,,
November,19.10,8.57,3.72,2.40,11.30,13.71,2.49,16.72,19.03,12.83,,
December,9.99,21.59,2.04,18.52,5.18,19.63,5.40,8.03,6.18,12.01,,
Total,101.26,118.10,80.04,117.23,103.90,105.79,74.38,135.91,111.10,87.60,,
Calc annual,101.26,118.10,80.04,117.23,103.90,105.79,74.38,135.91,111.10,87.60,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
