"ASH (THE GRANGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2067,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.43,,3.21,,,,,,,,,
February,1.73,,4.47,,,,,,,,,
March,1.27,,3.40,,,,,,,,,
April,2.74,,1.35,,,,,,,,,
May,3.48,,1.88,,,,,,,,,
June,2.62,,1.90,,,,,,,,,
July,3.39,,2.05,,,,,,,,,
August,2.59,,1.34,,,,,,,,,
September,2.36,,2.22,,,,,,,,,
October,0.42,,2.72,,,,,,,,,
November,5.87,,0.31,,,,,,,,,
December,1.70,,0.97,,,,,,,,,
Total,30.60,,25.82,,,,,,,,,
Calc annual,30.60,0.00,25.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
