"HORSHAM (SEWAGE P.S.)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,469,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.35,3.02,2.49,2.79,0.97,5.24,6.13,3.27,5.23,2.60,,
February,2.20,0.48,3.74,0.11,4.00,2.29,4.93,0.87,1.89,3.08,,
March,0.42,1.55,3.41,3.13,0.58,2.07,3.75,0.49,1.62,3.28,,
April,3.75,2.37,0.67,2.84,3.41,1.75,2.87,0.06,2.72,1.16,,
May,2.92,3.55,1.58,0.54,1.31,0.59,2.64,1.90,1.91,1.18,,
June,1.68,1.47,1.39,1.18,3.30,3.97,1.18,0.75,1.05,0.36,,
July,3.52,4.58,1.74,1.98,0.71,4.50,0.95,1.71,2.97,2.21,,
August,4.67,0.54,0.94,2.41,3.76,0.42,1.91,1.92,2.48,0.17,,
September,1.63,2.07,3.47,2.13,4.05,2.18,1.88,2.57,1.91,1.50,,
October,0.49,6.49,1.90,2.48,5.00,1.53,3.21,3.60,5.58,4.07,,
November,4.40,1.35,1.01,3.89,6.88,4.71,2.10,4.29,5.47,7.64,,
December,0.86,0.76,0.66,8.54,4.28,2.98,3.88,3.96,1.83,2.19,,
Total,28.89,28.23,23.00,32.02,38.25,32.23,35.43,25.39,34.66,29.44,,
Calc annual,28.89,28.23,23.00,32.02,38.25,32.23,35.43,25.39,34.66,29.44,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
