"ABBEYFEALE (THE PRESBYTERY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6052/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,5.95,8.53,7.81,4.77,1.54,,
February,,,,,,3.90,5.84,2.12,4.13,4.79,,
March,,,,,,1.00,3.05,2.37,3.27,2.82,,
April,,,,,,2.18,3.20,0.16,1.34,2.69,,
May,,,,,,1.14,1.92,3.46,0.70,0.98,,
June,,,,,,2.40,0.86,3.44,2.84,1.56,,
July,,,,,,8.05,4.48,5.65,3.88,4.13,,
August,,,,,,1.31,2.60,5.04,1.82,1.03,,
September,,,,,,3.21,4.21,3.90,1.44,3.89,,
October,,,,,,3.56,2.40,8.33,3.79,6.08,,
November,,,,,,5.04,2.33,6.18,11.66,5.33,,
December,,,,,,6.26,2.94,4.75,3.68,4.76,,
Total,,,,,,44.00,42.36,53.21,42.62,39.60,,
Calc annual,0.00,0.00,0.00,0.00,0.00,44.00,42.36,53.21,43.32,39.60,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.70,0.00,,
