"BUTLEY (NEUTRAL FARM)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1358/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,,4.13,2.86,4.65,,,
February,,,,,,,3.63,0.78,1.68,,,
March,,,,,,,2.38,0.33,3.25,,,
April,,,,,,,2.84,0.67,3.80,,,
May,,,1.65,,,,3.32,2.34,1.25,,,
June,,,1.89,,,,1.21,0.71,2.57,,,
July,,,1.14,,,,1.26,1.68,3.68,,,
August,,,1.28,,,,1.22,0.75,2.43,,,
September,,,4.03,,,,2.42,2.42,1.71,,,
October,,,1.87,,,,1.90,3.20,11.09,,,
November,,,3.00,,,,1.03,2.21,6.12,,,
December,,,0.69,,,,3.38,2.60,2.00,,,
Total,,,,,,,28.72,20.55,44.24,,,
Calc annual,0.00,0.00,15.55,0.00,0.00,0.00,28.72,20.55,44.23,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.01,NaN,,
