"BOSHAM (COBNOR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,424,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.91,2.59,2.09,2.31,0.61,4.27,5.69,3.70,5.53,3.29,,
February,1.78,0.30,3.35,0.03,3.43,2.29,5.27,0.58,1.19,4.05,,
March,1.11,1.64,2.92,2.73,0.84,1.44,4.06,0.55,1.08,3.23,,
April,3.10,2.70,1.19,2.19,3.24,1.62,1.90,0.07,2.52,0.85,,
May,2.22,4.13,3.33,0.41,1.02,0.23,2.10,1.61,1.39,0.65,,
June,1.44,1.56,2.12,1.70,2.33,3.30,1.05,0.72,1.04,0.31,,
July,3.51,3.40,1.86,1.26,0.89,4.04,1.49,0.99,2.92,2.82,,
August,3.34,1.84,0.64,3.15,2.82,0.43,2.13,2.88,1.75,0.03,,
September,2.48,2.78,3.76,2.10,4.16,2.52,2.19,2.24,1.23,1.88,,
October,0.80,6.45,2.09,1.74,3.57,1.17,2.74,3.74,6.13,3.93,,
November,3.69,1.66,0.76,3.85,8.73,4.92,2.04,4.25,6.54,8.25,,
December,0.92,0.97,0.72,8.89,4.38,1.78,4.73,2.94,1.68,2.40,,
Total,26.30,30.02,24.83,30.36,36.02,28.01,35.39,24.27,33.00,31.69,,
Calc annual,26.30,30.02,24.83,30.36,36.02,28.01,35.39,24.27,33.00,31.69,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
