"BALLY MCELLIGOTT RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6029,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,3.50,5.69,3.83,,1.15,6.30,8.23,5.88,5.22,2.38,,
February,3.42,0.13,1.68,,4.82,2.70,5.84,2.72,4.47,5.24,,
March,2.01,3.47,3.55,,1.61,2.19,2.79,1.75,2.55,3.39,,
April,1.66,3.60,1.45,,2.77,1.63,2.46,0.13,1.11,3.42,,
May,3.84,3.03,3.20,,1.07,1.68,2.35,4.86,1.25,1.88,,
June,3.49,2.67,2.70,,5.18,2.69,1.06,4.56,2.48,1.76,,
July,4.04,4.31,3.17,,1.59,4.44,6.48,5.87,5.05,4.43,,
August,3.62,2.76,3.10,,3.50,1.20,2.45,5.19,1.90,0.63,,
September,2.76,2.10,1.58,,4.75,3.80,5.05,4.44,1.29,3.71,,
October,1.93,3.61,2.27,,4.16,2.79,2.44,6.35,6.23,6.80,,
November,7.90,1.91,2.67,,6.52,3.80,2.84,5.57,9.56,6.19,,
December,3.26,6.46,2.56,,3.31,4.54,3.05,4.35,3.24,4.22,,
Total,41.43,39.74,31.76,,40.43,37.76,45.04,51.67,44.35,44.05,,
Calc annual,41.43,39.74,31.76,0.00,40.43,37.76,45.04,51.67,44.35,44.05,,
Difference,0.00,0.00,0.00,NaN,-0.00,0.00,0.00,0.00,0.00,0.00,,
