"RAWTENSTALL CEMETERY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2922,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,7.07,7.40,3.43,4.53,2.28,5.99,5.31,6.14,6.51,2.29,,
February,6.96,0.40,5.67,0.50,7.94,2.87,6.76,2.34,5.19,2.56,,
March,0.34,3.63,2.84,3.76,1.58,3.18,2.36,2.03,3.55,3.25,,
April,3.75,4.08,2.14,3.02,4.27,1.22,3.82,1.01,2.51,3.85,,
May,2.86,3.76,3.26,4.54,1.44,0.95,1.82,4.53,1.88,1.00,,
June,6.63,1.15,2.44,2.98,4.21,4.40,2.55,5.00,3.84,0.82,,
July,4.80,6.02,4.06,2.72,2.15,4.55,2.17,5.55,7.65,4.48,,
August,6.78,1.05,2.98,4.86,1.30,2.66,2.47,4.06,3.35,2.97,,
September,4.17,4.63,1.56,4.52,8.39,4.85,1.70,2.44,1.39,5.33,,
October,3.29,8.59,5.30,7.01,10.06,6.12,2.42,12.51,2.60,5.42,,
November,9.81,3.89,2.45,2.20,5.35,6.23,1.87,8.05,8.36,9.32,,
December,2.27,3.12,0.77,7.14,5.05,6.29,2.86,5.58,3.34,6.68,,
Total,58.73,47.72,36.90,47.78,54.02,49.31,36.11,59.24,50.17,47.97,,
Calc annual,58.73,47.72,36.90,47.78,54.02,49.31,36.11,59.24,50.17,47.97,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
