"NEWQUAY (RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1882,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,3.78,3.26,2.68,2.94,1.11,5.45,5.92,4.84,5.93,1.90,,
February,3.08,0.00,3.23,0.25,2.86,5.20,5.40,1.41,1.67,4.72,,
March,3.21,1.97,3.15,2.88,0.95,4.06,4.84,0.65,1.42,2.51,,
April,1.46,2.72,1.28,2.86,3.86,1.88,2.39,0.02,2.71,2.62,,
May,2.38,3.14,1.96,1.78,1.78,1.14,1.80,1.44,1.06,1.10,,
June,2.32,1.42,2.00,1.46,2.33,2.52,1.36,1.53,1.74,0.73,,
July,7.17,3.61,3.41,0.50,0.40,6.73,1.13,3.08,5.62,2.40,,
August,3.59,1.49,1.72,3.95,4.03,0.62,0.60,5.50,1.39,0.25,,
September,2.72,4.05,1.59,3.25,3.13,2.33,3.61,2.11,0.81,1.82,,
October,1.17,8.40,5.53,3.14,6.08,1.61,2.84,3.90,3.00,3.03,,
November,5.96,2.71,1.04,1.95,5.48,4.66,2.51,6.24,6.57,6.38,,
December,1.91,3.45,1.61,8.14,4.52,3.23,2.82,4.43,2.55,4.66,,
Total,38.75,36.22,29.20,33.10,36.53,39.43,35.22,35.15,34.47,32.12,,
Calc annual,38.75,36.22,29.20,33.10,36.53,39.43,35.22,35.15,34.47,32.12,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
