"BURBAGE (UPPER BURBAGE) NO. 60",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2687/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,4.14,4.27,,,,,,,,,,
February,5.02,0.66,,,,,,,,,,
March,0.31,2.32,,,,,,,,,,
April,5.07,4.75,,,,,,,,,,
May,3.08,6.61,,,,,,,,,,
June,5.63,1.13,,,,,,,,,,
July,5.54,5.34,,,,,,,,,,
August,7.51,3.17,,,,,,,,,,
September,5.78,2.60,,,,,,,,,,
October,1.32,5.61,,,,,,,,,,
November,5.84,3.75,,,,,,,,,,
December,2.11,1.85,,,,,,,,,,
Total,51.35,42.06,,,,,,,,,,
Calc annual,51.35,42.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
