"CARSPHAIRN (SHIEL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5019,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,10.07,12.76,10.12,14.24,4.55,9.63,11.53,11.10,8.34,2.48,,
February,7.61,0.17,7.72,1.15,11.57,4.03,6.59,5.36,8.83,2.51,,
March,1.82,4.22,5.45,4.14,2.44,5.24,3.36,4.49,8.63,7.10,,
April,3.53,7.35,3.32,4.90,6.94,1.97,3.72,0.86,3.54,3.83,,
May,5.33,3.55,3.69,6.23,1.38,2.34,3.48,5.63,0.96,1.60,,
June,8.89,2.71,4.11,4.32,7.14,2.95,2.72,9.21,4.17,0.92,,
July,6.79,5.89,7.17,3.39,3.91,8.79,6.31,6.30,6.53,5.69,,
August,2.81,2.51,3.98,7.34,2.07,3.86,3.39,2.92,1.88,2.39,,
September,2.19,8.61,1.83,10.35,9.59,6.57,4.22,6.75,3.20,6.35,,
October,5.51,11.04,5.91,12.81,14.42,9.47,5.11,13.97,4.90,6.52,,
November,17.44,7.94,3.53,2.02,9.59,6.64,1.14,13.24,14.76,11.07,,
December,8.12,16.83,2.29,15.27,6.26,9.78,5.21,6.69,4.30,11.65,,
Total,80.11,83.58,59.12,86.16,79.86,71.27,56.78,86.52,70.04,62.11,,
Calc annual,80.11,83.58,59.12,86.16,79.86,71.27,56.78,86.52,70.04,62.11,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
