"KILBRITTAIN (RATHCLARIN RECTORY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6008/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,0.81,6.46,7.29,4.31,,,,
February,,,,,3.67,5.25,5.36,2.50,,,,
March,,,,,1.40,2.90,4.85,1.24,,,,
April,,,,,3.58,2.16,3.85,0.00,,,,
May,,,,,0.60,1.29,2.67,4.38,,,,
June,,,,,5.70,1.62,1.48,2.76,,,,
July,,,,,0.57,5.29,5.07,,,,,
August,,,,2.49,2.65,1.26,2.59,,,,,
September,,,,6.37,7.40,2.91,3.38,,,,,
October,,,,2.96,2.50,2.17,4.35,,,,,
November,,,,2.31,5.15,3.35,3.38,,,,,
December,,,,7.82,4.32,4.83,2.25,,,,,
Total,,,,,38.35,39.49,46.52,,,,,
Calc annual,0.00,0.00,0.00,21.95,38.35,39.49,46.52,15.19,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,NaN,NaN,NaN,,
