"CARDIFF TRADE STREET",,,,,,,,,,,,
Grid ref,ST182755,Long,-3.179125,Lat,51.472528,,,,,,,
Station no,4073,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,2.04,5.25,4.86,1.13,6.99,2.48,2.31,1.75,,
February,,,1.37,1.81,5.78,0.82,3.45,1.75,2.33,0.61,,
March,,,2.40,5.30,2.69,5.73,2.84,1.47,3.00,4.27,,
April,,,2.14,2.92,2.01,2.51,1.45,3.56,2.63,2.38,,
May,,,2.28,2.62,2.67,0.10,4.26,2.85,1.47,1.77,,
June,,,2.11,2.67,1.10,3.61,2.37,3.95,0.39,2.18,,
July,,,1.84,5.40,4.44,0.83,0.65,2.68,3.19,2.85,,
August,,,3.70,5.51,3.26,4.87,3.11,3.28,6.69,2.85,,
September,,,2.50,3.82,3.41,1.55,1.18,0.88,2.96,3.63,,
October,,,3.36,10.40,2.21,2.13,6.99,7.11,2.60,6.78,,
November,,,4.06,2.22,3.69,3.62,3.43,3.11,1.54,1.58,,
December,,,3.41,4.04,3.23,1.83,2.28,6.94,3.82,6.63,,
Total,41.55,32.03,31.21,51.96,39.35,28.73,39.00,40.06,32.93,37.28,,
Calc annual,0.00,0.00,31.21,51.96,39.35,28.73,39.00,40.06,32.93,37.28,,
Difference,41.55,32.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
