DERWENT BRIDGE END NO 28,,,,,,,,,,,,
Grid ref,SK183884,Long,-1.726288,Lat,53.392122,,,,,,,
Station no,RR7345,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,5.08,2.50,3.81,2.75,,
February,,,,,,,4.12,3.23,4.25,2.57,,
March,,,,,,,4.34,4.76,4.10,4.28,,
April,,,,,,,1.78,3.60,3.61,2.30,,
May,,,,,,,2.35,4.34,3.64,2.38,,
June,,,,,,,1.65,6.73,2.46,4.49,,
July,,,,,,,2.71,2.61,4.29,4.71,,
August,,,,,,,3.26,4.22,3.73,2.12,,
September,,,,,,,1.33,0.77,3.28,3.08,,
October,,,,,,,5.76,6.66,1.44,5.32,,
November,,,,,,,5.82,3.72,3.29,1.63,,
December,,,,,,,4.77,3.70,2.41,8.97,,
Total,49.52,41.10,35.98,51.48,-999.00,35.23,42.97,46.84,40.31,44.60,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,42.97,46.84,40.31,44.60,,
Difference,49.52,41.10,35.98,51.48,-999.00,35.23,0.00,0.00,0.00,-0.00,,
