HAWES (SEWAGE WORKS),,,,,,,,,,,,
Grid ref,SD874902,Long,-2.195147,Lat,54.307243,,,,,,,
Station no,3421/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,5.77,4.12,4.31,8.21,5.65,5.42,6.09,,
February,,,,3.62,2.54,1.97,4.28,7.91,1.17,6.42,,
March,,,,3.49,1.61,2.60,4.17,1.54,3.81,2.24,,
April,,,,1.59,1.57,1.74,0.49,1.45,3.93,4.78,,
May,,,2.22,4.26,5.23,2.49,2.46,5.55,0.99,1.84,,
June,,,3.07,3.40,3.36,3.17,1.74,3.72,3.43,2.52,,
July,,,5.68,6.00,1.20,4.60,5.46,4.61,3.25,6.80,,
August,,,5.20,5.79,0.57,9.10,8.52,4.67,0.86,2.89,,
September,,,6.42,8.46,2.58,4.02,5.40,5.42,0.80,3.82,,
October,,,2.25,12.79,3.40,3.98,7.45,5.62,6.10,4.63,,
November,,,6.25,11.30,3.55,1.84,1.94,1.11,8.37,8.63,,
December,,,2.90,9.90,9.38,8.23,6.37,4.84,11.39,4.00,,
Total,,,,76.37,39.11,48.05,56.49,52.09,49.52,54.66,,
Calc annual,0.00,0.00,33.99,76.37,39.11,48.05,56.49,52.09,49.52,54.66,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
