ROCKVILLE BLACK ROCK NR DUBLIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IO2204228572,Long,-6.1702207,Lat,53.293618,Elevation,96,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879
January,2.41,1.74,1.15,1.07,0.77,3.16,2.16,1.72,1.81,1.83,1.51,4.15,2.27,1.71,2.6,0.68,1.88,1.88,0.81,0.87,3.05,1.31,3.38,1.64,1.83,3.18,2.41,3.07,3.99,5.24,2.59,3.16,3.74,3.71,2.2,,0.52,,,
February,1.12,1.36,2.65,1.61,1.8,0.58,1.15,1.49,1.95,0.62,0.73,0.31,2.12,1.34,0.67,1.93,1.35,0.93,0.59,0.85,0.29,3.23,0.91,0.36,0.89,2.19,2.13,2.26,1.82,1.09,2.68,2.63,3.91,0.5,3.61,,4.15,,,
March,0.26,1.46,1.75,1.03,1.06,0.94,1.76,1.05,1.55,1.06,0.68,2.03,0.3,1.98,0.46,1.15,0.69,2.45,0.7,1.77,1.64,3.05,2.59,1.38,3.03,1.21,4.27,4.47,2.19,1.83,2.12,0.68,2.41,2.78,0.79,,2.44,,,
April,0.39,0.75,0.06,2.53,0.55,0.84,4.08,2.38,2.44,2.08,2.63,1.35,0.82,1.76,0.55,0.55,1.34,3.06,4.13,1.69,1.52,1.23,2.4,0.92,0.58,1.61,2.06,2.55,2.08,1.1,0.65,2.86,3.02,0.85,1.42,,2.72,,,
May,2.8,1.65,2.65,3.23,0.5,1.44,2.57,1.9,0.55,1.77,1.77,1.36,1.64,0.98,2.62,1.59,4.94,1.19,1.03,0.44,1.9,0.5,2.19,0.56,1.78,2.89,1.48,3.55,1.19,7.03,1.2,0.16,1.97,0.81,1.8,,0.82,,,
June,2.15,1.51,1.38,2.62,1.3,3.21,1.42,1.23,2.88,0.47,1.93,1.81,5.43,1.95,3.68,1.77,2.1,2.71,1.68,0.99,4.29,2.6,2.29,1.82,1.26,0.47,4.06,0.57,1.02,1.08,0.7,2.54,2.92,0.45,0.73,,0.4,,,
July,2.28,1.98,2.67,1.7,1.7,2.23,3.08,0.75,1.65,1.97,1.85,2.53,1.23,1.94,1.52,4,1.44,2.07,3.26,0.99,1.7,3.1,2.4,0.72,0.59,2.71,0.8,3.22,0.77,0.43,0.68,5.94,1.12,4.42,2.26,,0.97,,,
August,2.82,2.75,1.37,1.88,2.93,1.75,3.57,0.84,5.03,2.96,0.71,1.57,2.71,2.35,1.02,2.35,2.36,1.55,1.4,1.96,4.53,1.24,1.94,2.25,1.47,4.32,1.92,1.09,5.17,0.86,1.96,1.1,4.31,3.88,5.64,,2.18,,,
September,1.77,2.04,2.88,0.55,1.54,0.84,1.88,0.75,2.35,4.27,1.42,1.17,2.37,1.14,0.44,1.54,2.84,2.22,2.52,2.47,1.68,3.27,1.5,3.29,1.65,0.02,2.89,1.7,3.52,4.08,1.32,4.1,2.68,2.32,2.46,4.4,3.66,,,
October,1.46,3.85,1.14,2.64,2.82,3.05,4.54,2.08,3.96,3.05,0.8,3.04,3.15,3.81,1.57,3.92,1.91,1.93,1.63,1.49,1.8,1.65,1.95,5.41,6.44,4.13,2.64,2.28,1,1.18,6.64,2.84,4.23,2.41,4.78,9.91,7.43,,,
November,3.22,2.55,4.59,1.52,2.59,2.75,2.56,1.39,1.2,1.06,1.12,1.12,6.17,1.21,3.17,1.51,0.59,1.91,0.87,2.52,1.88,2.4,1.49,1.59,4.01,3.78,1.28,0.3,3.19,2.21,1.54,1.11,5.19,2.33,4.59,4.01,6.27,,,
December,1.94,1.87,0.43,0.33,2.16,2.2,0.61,2.86,1.87,3.52,1.57,0.77,3.41,1.34,1.58,1.6,1.98,0.27,1.4,2.6,2.42,1.09,1.94,3.13,2.2,3.29,1.6,1.05,6.73,3.56,2.94,0.99,6.82,0.5,8.9,1.41,10.91,,,
Total,22.62,23.51,22.72,20.71,19.72,22.99,29.38,18.44,27.24,24.66,16.72,21.21,31.62,21.51,19.88,22.59,23.42,22.17,20.02,18.64,26.7,24.67,24.98,23.07,25.73,29.8,27.54,26.11,32.67,29.69,25.02,28.11,42.32,24.96,39.18,,42.47,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846 Nov 2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR for Rockville House on early OS maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rockville House was the home of Thomas Bewley, the observer, has long been demolished. Was renowned for its gardens and tropical greenhouse.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
