READING FORBURY GARDENS,,,,,,,,,,,,
Grid ref,SU718736,Long,-0.967992,Lat,51.456835,,,,,,,
Station no,802,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.90,1.26,0.85,3.01,2.72,0.42,3.77,0.86,1.54,0.95,,
February,4.25,1.91,1.36,1.10,2.99,0.48,2.19,1.56,0.97,0.42,,
March,0.95,1.38,2.01,3.22,1.25,3.81,1.32,1.11,2.68,3.40,,
April,0.91,2.28,1.00,1.99,1.19,1.78,0.63,2.71,3.78,2.24,,
May,1.34,0.45,2.22,3.67,3.14,1.59,2.38,1.63,1.54,1.49,,
June,2.35,1.43,2.55,5.35,1.39,3.70,2.27,2.43,0.92,4.74,,
July,0.85,2.31,0.80,3.45,1.31,0.57,0.41,1.98,1.51,2.74,,
August,2.43,2.02,3.54,3.40,1.79,2.51,0.67,1.46,2.90,2.00,,
September,0.45,1.59,1.34,2.18,1.50,1.20,0.86,0.90,1.84,3.04,,
October,2.44,1.74,1.68,7.47,1.56,1.51,4.47,4.58,1.58,4.32,,
November,2.09,0.46,2.51,1.85,1.70,2.90,3.28,2.16,0.88,0.62,,
December,3.09,3.62,1.27,2.23,2.74,0.84,2.33,3.50,2.61,2.81,,
Total,24.05,20.45,21.13,38.92,23.28,21.31,24.58,24.88,22.75,28.77,,
Calc annual,24.05,20.45,21.13,38.92,23.28,21.31,24.58,24.88,22.75,28.77,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
