PENGE-RECREATION-GROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ352703,Long,-0.057183,Lat,51.415604,Elevation,122,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,3.93,0.93,1.1,2.84,1.84,2.29,1.56,2.25,1.18,2.54,1.68,2.16,1.88,3.15,0.76,2.78,1.24,1.84,1.18,1.65,1.11,3.93,3.75,2.45,3.98,2.27,2.24,2.26,4.76,1.39,1.66,1.5,1.53,2.96,1.18,1.16,2.98,1.86,1.07,1.41,2.6,3.59,1.35,1.96,2.34,1.68
February,,,,,,3.35,4.11,0.86,0.83,2.6,0.53,0.18,1.89,3.14,0.68,3.73,2.59,3.73,1.5,0.67,0.66,1.72,0.39,1.74,0.29,2.65,1.57,3.86,0.71,1.21,1.33,1.86,0.69,1.42,0.83,0.98,2.25,1.62,1.65,1.03,3.9,6.71,1.36,1.38,2.08,1.53,0.41,2.69,2.72,0.08,1.63
March,,,,,,0.62,4.13,1.63,0.92,3.1,1.62,1.06,1.45,2.22,0.72,0.58,0.22,2.17,2.05,0.03,1.42,0.56,1.43,2.09,2.05,0.43,1.07,3.16,0.46,1.26,3.42,2.72,2,0.26,0.07,0.94,1.27,5.19,0.88,0.86,0.72,2.34,2.74,0.59,1.8,1.13,1.08,0.79,1.5,1.77,1.68
April,,,,,,1.58,1.3,2.03,3.85,2.99,2.64,0.93,2.88,1.87,3.69,2.23,4.19,1.97,1.78,1.18,1.71,4.09,1.98,0.87,2.51,2.63,1.77,2.28,0.21,2.58,1.88,1.43,0.81,1.01,1.38,1.04,,1.72,1.47,1.86,3.18,2.29,1.31,2.38,0.28,0.25,1.24,0.28,1.66,1.92,0.69
May,,,,,,3.05,1.66,3.05,1.97,0.12,0.68,1.09,1.34,2.59,3.09,1.69,1.25,1.31,3.02,1.64,3.77,3.05,4.12,2.41,0.55,1.27,0.43,2.35,1.38,1.97,1.48,1.59,2.89,2.17,0.6,2.03,,1.6,1.99,1.86,1.41,2.09,2.55,2.33,1.93,4.56,0.38,1.28,2.12,0.88,2.27
June,,,,,,0.51,2.48,2.09,1.01,1.32,-999,0.22,1.55,0.63,2.05,0.14,3.23,3.69,2.13,0.86,1.11,1.8,0.69,1.83,1.2,2.93,2.55,1.85,0.46,1.21,0.73,2.16,0.83,1.49,1.86,1.31,,2.63,2.37,0.91,1.47,1.01,1.82,1.72,3.65,2.61,3.1,0.86,4.54,0.93,1.26
July,,,,,,3.08,1.33,5.51,6.2,2.37,-999,0.09,2.76,2.54,3.14,3.51,2.08,2.81,2.19,2.04,1.62,3.7,2.96,1.45,2.3,0.96,3.4,0.51,1.61,2.46,2.65,2.78,2.25,1.71,0.69,2.99,2.22,1.39,1.13,0.95,2.74,1.75,0.78,2.36,2.2,0.04,4.84,2.66,2.39,1.34,3.14
August,,,,,,2.93,3.29,4.78,1.18,2.52,1.64,0.77,2.64,2.58,2.64,2.45,1.35,4.51,3.73,2.47,4.28,5.55,1.33,0.64,2.02,2.12,0.36,1.02,2.21,2.98,0.11,4.33,2.01,1.34,2.47,1.35,4.62,0.18,4.81,0.75,1.69,2.98,3.25,1.61,2.76,1,3.24,3.95,4.16,1.42,2.61
September,,,,,,2.28,1.22,2.92,4.22,1.08,3.2,1.72,2.09,1.19,2.64,2.77,2.24,4.47,0.9,0.14,4.72,1.41,2.03,2.97,1.11,3.23,2.69,1.51,2.68,1.53,1.56,0.63,1.47,1.74,2.59,1.52,3.29,1.82,1.29,1.02,3.03,2.92,3.46,2.76,1.82,2.36,2.23,2.5,4.8,0.07,4.73
October,,,,,,2.23,2.9,2.77,1.67,0.74,0.88,0.68,1.03,4.87,3.07,2.6,2.7,1.19,4.07,2.88,1.14,0.69,5.52,1.63,1.43,3.4,2.12,2.82,1.85,6,2.34,0.69,3.82,1.96,2.98,1.96,1.03,0.16,2.31,5.06,0.44,1.05,2.66,3.93,1.68,3.52,1.09,1.9,2.79,2.22,5.34
