CALDER WATER (QUEENSIDE LOCH),,,,,,,,,,,,
Grid ref,NS294643,Long,-4.726128,Lat,55.841661,,,,,,,
Station no,5291/5/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,7.50,11.50,7.85,7.70,11.40,12.12,3.35,7.65,,
February,,,5.80,8.50,5.00,3.80,5.80,7.12,4.90,11.45,,
March,,,3.20,6.50,3.00,5.75,-999.00,3.12,7.45,3.87,,
April,,,5.00,5.50,7.80,2.35,4.07,4.00,6.95,10.55,,
May,,2.53,4.05,5.35,7.45,6.10,3.50,5.83,2.55,4.20,,
June,,6.70,2.30,9.50,5.00,6.45,4.15,4.70,5.32,5.22,,
July,,7.25,8.80,6.10,1.90,9.55,9.70,7.89,9.10,8.75,,
August,,10.10,7.70,9.15,2.00,9.10,9.95,8.27,3.30,6.45,,
September,,6.90,11.75,13.50,8.85,8.45,6.85,7.05,2.45,5.45,,
October,,11.00,7.80,17.75,7.75,6.30,12.75,8.60,11.95,4.95,,
November,,3.75,14.20,15.05,5.55,5.75,4.67,4.10,10.70,12.40,,
December,,9.00,10.70,14.70,13.75,15.45,11.95,11.05,14.80,12.65,,
Total,,,88.80,123.10,75.90,86.75,96.49,83.85,82.82,93.59,,
Calc annual,0.00,57.23,88.80,123.10,75.90,86.75,84.79,83.85,82.82,93.59,,
Difference,NaN,NaN,-0.00,0.00,0.00,0.00,11.70,0.00,0.00,-0.00,,
