"DENNY (BUCKIEBURN RESERVOIR)",,,,,,,,,,,,
Grid ref,NS742856,Long,-4.021180,Lat,56.046686,,,,,,,
Station no,5351,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.92,4.47,2.51,6.18,2.86,4.43,9.74,6.55,3.42,6.53,,
February,4.14,1.09,2.38,8.37,3.82,1.86,4.42,2.42,2.81,5.23,,
March,3.57,5.73,1.57,4.70,4.91,3.63,6.97,2.55,3.44,2.71,,
April,5.49,2.47,2.59,2.53,2.96,1.21,3.82,1.88,5.35,5.27,,
May,2.55,2.02,3.31,5.70,5.22,4.04,3.88,4.58,1.71,4.06,,
June,3.57,5.22,2.93,4.65,2.46,4.50,2.32,4.49,3.44,3.25,,
July,5.68,2.21,8.09,3.15,1.69,6.67,5.72,7.05,7.20,5.54,,
August,8.53,5.62,2.62,5.58,1.60,7.65,5.46,6.26,1.78,4.20,,
September,5.35,3.57,5.89,8.41,4.90,7.36,3.97,4.82,1.34,3.88,,
October,1.37,4.40,3.40,11.48,4.02,5.90,5.83,5.90,5.55,6.07,,
November,7.65,2.57,9.83,8.80,2.72,1.22,2.71,2.37,7.78,7.13,,
December,9.95,5.09,6.66,9.35,9.83,7.38,8.87,6.71,10.32,7.10,,
Total,63.77,44.46,51.78,78.90,46.99,55.85,63.71,55.58,54.14,60.97,,
Calc annual,63.77,44.46,51.78,78.90,46.99,55.85,63.71,55.58,54.14,60.97,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
