"LOUGHBOROUGH THE WIDENINGS",,,,,,,,,,,,
Grid ref,SK518180,Long,-1.233893,Lat,52.757134,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.81,1.20,1.39,2.49,3.53,1.02,3.62,0.88,1.01,1.13,,
February,4.19,1.25,1.68,1.08,3.05,0.86,2.27,1.13,1.23,0.73,,
March,0.76,2.19,1.60,3.61,2.08,3.03,1.45,1.09,2.82,3.07,,
April,1.17,1.64,2.08,2.07,1.22,1.62,0.98,1.91,2.82,1.02,,
May,1.87,0.75,2.62,2.55,1.69,0.45,1.96,3.31,1.94,1.08,,
June,2.87,2.20,2.28,1.97,0.49,3.87,2.45,2.53,1.43,2.60,,
July,1.88,2.77,1.50,1.88,2.98,1.23,0.60,3.13,2.49,3.24,,
August,3.60,1.57,3.76,5.12,3.87,3.39,0.97,2.06,3.02,2.48,,
September,0.58,0.85,1.55,2.54,1.91,1.64,0.97,1.04,1.64,2.25,,
October,2.53,1.41,1.96,6.06,0.54,0.96,5.05,4.41,0.83,2.94,,
November,2.54,1.28,1.76,1.67,1.26,2.70,3.25,2.12,1.30,0.59,,
December,4.33,4.30,1.83,1.67,1.93,0.78,2.26,3.34,1.77,4.24,,
Total,30.13,21.41,24.01,32.71,24.55,21.55,25.83,26.95,22.30,25.37,,
Calc annual,30.13,21.41,24.01,32.71,24.55,21.55,25.83,26.95,22.30,25.37,,
Difference,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
