LEEDS WEETWOOD LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE273376,Long,-1.586664,Lat,53.833945,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,1.75,2.79,2.5,3.06,2.65,2.35,0.92,3.32,2.58,1.87,3.63,0.93,3.93,2.99,1.35,0.21,0.47,2.44,3.96,3.9,1.54,4.48,,,,,,,,1,3.95,0.42,1.79,0.7,,3.69,1.52,1.32,1.74,2.3,0.48,2.89,0.66,0.92,0.99,2.34,,,,,,,,,,3.72,4.07,4.1,,1.99,2.57,2.89,2.34,6.05,2.12,4.51,1.95,1.78,1.54,1.7,1.18,3.66,3.21,3.21,5.4,
February,,,,,,1.58,3.65,1.97,1.66,2.82,1.8,2.13,3.12,1.22,1.2,1.47,2.51,2.38,1.16,3.19,2.24,3.85,1.97,2.22,2.45,2.64,0.65,,,,,,,,3.69,0.26,0.84,2.55,1.35,,5.19,1.11,1.25,1.39,2.65,0.82,1.75,1.36,1.03,0.54,2.01,,,,,,,,,,1.79,0.15,2.98,,0.8,4.34,2.49,1.1,2.61,0.36,0.96,2.42,0.41,4.21,0.32,4.06,2.59,3.58,1.37,1.91,
March,,,,,,0.82,1.41,2.29,2.39,1.87,1.74,0.84,2.48,2.63,1.82,0.54,4.06,3.02,1.03,1.62,2.09,4.67,2.6,1.38,1.83,1.64,2.65,,,,,,,,1.42,2.01,2.68,2.17,0.7,,0.67,2.11,0.63,2.95,1.45,1.85,1.38,1.48,3.39,2.83,0.3,,,,,,,,,,2.47,1.45,1.65,,1.43,1,1.08,2.09,2.44,0.2,2.6,1,1.77,1.54,2.03,2.05,2.41,3.66,0.33,3.27,
April,,,,,,1.07,1.5,2.92,1.5,2.14,0.79,3.46,3.67,0.54,1.3,0.73,2.51,3.98,2.46,2.6,2.32,1.76,4.08,3.31,2.24,1.65,1.94,,,,,,,,2.69,1.71,1.12,1.62,2.35,,0.86,2.56,1.2,0.78,1.48,1.54,0.38,1.05,2.59,2.81,2.13,,,,,,,,,,3.75,1.51,2.91,,1.68,3.5,1.35,2.67,0.62,1.22,3.08,3.73,2.9,1.19,3.07,2.41,2.09,2.66,0.1,0.98,
May,,,,,,1.9,0.29,2.67,1.13,5.01,1.58,0.98,1.73,3.21,0.85,1.57,1.06,2.24,5.14,1.62,2.32,1.41,1.33,1.16,1.12,2.6,5.1,,,,,,,,1.54,0.52,0.59,0.91,1.84,,1.05,0.97,2.52,2.88,2.9,1.04,1.9,2.87,2.13,1.96,1.78,,,,,,,,,,2.8,1.25,0.69,,3.83,4,2.89,1.86,1.36,1.36,1.55,2.46,5.42,3.45,1.34,0.98,2.27,2.53,4.56,2.06,
June,,,,,,0.76,2.98,1.66,0.25,0.6,1.96,3.6,4.54,1.23,0.75,2.3,2.3,1.77,3.86,4.51,3.29,2.19,3.66,3.43,0.92,2.85,0.9,,,,,,,,2.88,3.5,4.17,3.58,1.55,,2.88,1.6,2.07,1.63,1.51,1.53,1.26,4.11,0.73,2.42,2.78,,,,,,,,,,1.92,0.03,1.61,,2.27,0.21,4.26,2.83,4.66,1.05,1.65,6.36,0.77,1.33,1.43,4.32,5.01,2.53,2.46,2.11,
July,,,,,,2.55,4.6,3.38,0.39,0.48,0.68,2.8,5.4,2.81,1.78,3.67,2.16,3.87,1.01,2.99,4.84,2.66,3.73,3.4,4.88,1.11,4.56,,,,,,,,2.91,5.44,1.7,0.68,0.77,,3.45,1.05,2.12,3,2.79,1.48,1.26,1.87,2.84,3.26,3.11,,,,,,,,,,7.16,0.75,2.6,,3.3,1.7,2.75,5.07,0.53,2.44,4.01,3.08,2.61,2.33,2.7,0.43,3.24,1.82,4.38,4.91,
August,,,,,,4.18,3.89,2.95,1.99,1.81,2.38,0.99,2.94,2.52,2.31,2.5,2.51,4.64,6.24,4.09,1.47,4.13,2.09,2.57,1.17,0.98,2.91,,,,,,,,2.43,2.06,2.2,2.7,3.58,,4.71,1.23,3.1,2.76,3.29,4.09,1.84,1.81,1.47,2.55,3.29,,,,,,,,,,1.86,4.12,5.29,,2.87,2.07,3.04,5.05,4.4,2.07,3.34,4.27,0.94,0.4,1.24,1.59,2.01,0.82,4.66,1.65,
September,,,,,,0.19,5.45,1.83,3.81,4.54,1,6.34,3.96,1.71,2.17,2.9,3.85,3.31,3.09,1.35,3.86,2.84,2.02,5.14,2.04,3.64,1.4,,,,,,,,0.65,0.82,3.62,2.19,0.42,,0.76,1.03,0.99,3.73,0.75,1.47,0.55,0.85,2.81,1.54,0.12,,,,,,,,,,1.41,1.12,2.8,,2.82,3.03,1.4,3.75,0.37,0.44,3.73,4.66,2.12,1.76,2.95,5.61,2.96,1.54,2.47,1.42,
October,,,,,,5.12,2.31,2.19,2.6,1.67,6.77,2.98,4.79,2.11,2.38,4.31,3.17,3.8,2.69,0.93,4.59,3.49,4.14,3.21,1.33,5.09,4.46,,,,,,,,4.46,3.08,3.84,1.61,3.99,,2.95,1.73,2.63,6.98,0.68,1.73,4.21,5,1.4,2.16,2.83,,,,,,,,,,2.72,1.88,0.91,,2.88,3.44,3.13,2.58,5.55,2.99,3.32,1.26,4.69,3.72,2.04,5.49,2.17,2.62,3.59,2.26,
November,,,,,,3.07,4.11,1.26,2.25,2.02,2.13,0.88,4.45,2.04,2.47,4.09,3.16,2.81,2.88,1.53,2.57,3.5,3.68,3.09,1.24,2.07,1.72,,,,,,,,1.34,2.8,1.7,1.87,2.46,,3.09,3.31,1.51,1.45,2.13,3.35,3.12,3.52,1.23,0.38,3.76,,,,,,,,,,1.42,2.62,1.6,,2.58,2.35,3.64,2.82,3.38,4.8,3.51,4.74,2.11,2.37,2.38,4.48,3.16,2.18,3.54,3.77,
