HITCHAM-RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL978507,Long,0.88774,Lat,52.119219,Elevation,255,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,0.97,3.51,1.23,0.95,0.88,1.76,1.22,2.32,2.49,1.3,2.41,1.22,1.6,2.38,2.23,2.01,2.11,3.27,1.45,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,1.08,2.18,0.96,1.82,0.55,1.78,1.15,1.15,0.58,1.67,2.58,3.25,0.57,0.7,2.58,0.54,0.19,1.57,2.97,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1.71,2.09,0.91,1.83,2.39,0.89,2.04,2.57,1.51,3.9,1.12,3.2,1.94,0.75,2.2,1.05,0.78,1.97,1.25,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,2.03,0.94,3.59,2.39,2.05,2.48,0.92,0.27,2.32,0.7,0.65,1.29,1.31,2.77,3.23,3.73,1.3,2.32,0.97,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,0.95,1.13,3.21,1.03,1.05,3.14,1.13,1.25,2.04,1.44,1.87,1.62,0.82,2.08,0.52,0.95,1.18,1.29,1.15,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,2.55,2.2,2.1,0.9,4.34,1.72,3.05,2.19,1.88,0.79,0.45,2.76,1.1,0.73,1.06,1.21,0.25,1.22,0.53,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,0.53,0.5,2.07,4.33,3.36,2.73,0.84,1.41,1.01,1.54,3.47,1.27,2.35,4.85,2.79,3.62,0.56,3.33,1.87,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,2.21,0.55,2.36,2.04,2.43,2.95,0.49,6.96,0.87,0.64,2.99,3.4,4.29,1.64,2.11,1.33,2.14,2.21,1.92,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,1.56,1.51,0.69,1.17,1.88,1.15,1.37,2.36,1.2,0.85,1.21,1.47,1.57,3.89,0.62,2.45,1.79,3.43,1.68,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,1.6,3.43,2.47,1.51,3.64,1.12,2.39,1.57,4.7,1.66,1.18,2.96,3.71,2.42,1.25,0.64,1.28,0.72,4.41,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
