CONWAY-MUSSEL-TANKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SH785772,Long,-3.823662,Lat,53.277814,Elevation,50,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,2.91,2.25,3.26,2.82,5.1,1.4,5.64,2.11,4.53,3.63,2.99,1.56,4.84,3.93,4.55,6.3,2.31,2.66,3.74,4.65,4.48,1.49,4.33,4.26,5.76,2.41,1.09,2.6,3.79,1.06,2.47,2.7,2.99,2.92,3.39,5.03,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,0.66,6.25,1.47,2.04,3.98,0.99,0.48,2.81,0.05,2.32,0.24,3.13,2.35,4.06,0.84,2.28,2.9,3.71,1.28,2.28,0.9,2.4,4.01,0.88,1.23,1.32,4.55,3.99,1.37,1.51,3.18,1.92,0.39,2.58,5.75,0.22,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,0.66,0.9,0.83,5.52,2.13,0.12,3.31,0.68,1.88,1.86,2.17,0.82,2.79,1.45,1.63,2.53,1.82,2.74,3.55,1.17,0.76,0.54,1,5.09,1.38,1.59,1.42,4.52,0.85,1.35,3.21,1.52,1.14,1.59,1.07,1.32,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,2.57,1.81,1.25,1.21,0.6,1.32,2.79,3.2,3.5,0.63,1.47,2.33,1.24,2.2,0.35,1.84,2.14,1.76,1.27,1.8,0.9,1.49,1.02,3.04,1.05,2.26,2.34,2.07,1.52,2.19,1.43,1.82,1.28,0.28,0.83,4.36,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,3.44,2.8,2.65,1.28,1.2,1.84,1.5,2.1,2.89,1.36,2.83,1.29,3.24,1.61,1.84,0.97,2.85,1.91,2.78,2.67,1.32,2.19,2.71,2.83,1.23,1.39,0.79,2.39,1.37,2.16,2.24,2.07,0.69,1.58,2.68,1.5,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1.84,0.1,1.85,3.1,4.48,1.85,1.11,3.04,1.18,1.86,0.88,3.31,3.32,0.83,3.86,1.47,1.8,0.41,0.37,2.11,1.32,1.83,2.45,2.59,3.59,0.21,1.25,0.91,1.65,1.38,2.18,3.09,1.65,1.12,3.75,1.53,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,3.86,2.85,2.91,2.77,1,1.87,2.38,0.93,4.02,1.23,0.42,0.51,2.69,0.9,2.46,4.05,3.3,1.52,2.21,1.51,1.81,1.65,1.01,1.22,1.33,0.82,1.45,0.9,1.61,1.65,2.6,0.5,4.46,3.17,3.62,2.35,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,3.18,1.9,3.13,5.84,2.36,2.21,3.15,4.84,1.88,1.65,3.99,1.92,0.65,2.25,2.39,0.9,0.71,2.81,2.72,2.99,1.27,0.38,2.83,0.4,3.82,1.69,4.68,3.83,3.18,2.93,2.7,1,7.77,5.22,1.69,0.89,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,4.62,4.21,2.83,5.39,1.77,1.84,2.42,4.34,2.91,1.11,2.3,5.06,2.83,1.9,1.64,0.7,2.52,0.78,2.62,3.57,3.66,1.39,3.03,2.23,1.78,0.15,5,2.89,3.59,4.76,3.14,2.19,2.51,5.39,6.38,0.64,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,3.19,4.06,3.34,2.95,5.34,4.87,4.87,1.71,4.33,4.87,4.21,6.12,1.94,3.15,5.63,2.55,4.82,3.51,4.64,3.87,3.86,4.21,0.68,0.29,2.26,4.72,2.69,0.79,3.7,1.77,5.63,3.12,1.83,3.12,3.2,3.92,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
