"CONWAY (MUSSEL TANKS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4357,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,2.91,2.25,3.26,2.82,5.10,1.40,5.64,
February,,,,,0.66,6.25,1.47,2.04,3.98,0.99,0.48,
March,,,,,0.66,0.90,0.83,5.52,2.13,0.12,3.31,
April,,,,,2.57,1.81,1.25,1.21,0.60,1.32,2.79,
May,,,,,3.44,2.80,2.65,1.28,1.20,1.84,1.50,
June,,,,,1.84,0.10,1.85,3.10,4.48,1.85,1.11,
July,,,,,3.86,2.85,2.91,2.77,1.00,1.87,2.38,
August,,,,,3.18,1.90,3.13,5.84,2.36,2.21,3.15,
September,,,,,4.62,4.21,2.83,5.39,1.77,1.84,2.42,
October,,,,,3.19,4.06,3.34,2.95,5.34,4.87,4.87,
November,,,,,1.38,3.58,4.28,4.45,4.36,6.23,5.14,
December,,,,,5.69,3.35,0.97,1.50,3.81,6.66,4.87,
Total,,,,,34.00,34.06,28.77,38.87,36.13,31.20,37.66,
Calc annual,0.00,0.00,0.00,0.00,34.00,34.06,28.77,38.87,36.13,31.20,37.66,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,
