SHAP (Crosby Ravensworth) REAGILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY603173,Long,-2.615257,Lat,54.549383,Elevation,880,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR6570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,10.2,10.8,6.78,6.81,2.08,8.71,3.3,0.5,1.49,0.35,3.58,9,7.71,3.09,3.03,4.54,1.68,1.97,10.24,,,,,,,,,,,,,,,,,,,
February,,,5.34,0.46,3.57,0.91,4.41,3,2.34,1.71,5.67,3.51,5.02,6.25,6.04,8.93,0.77,2.71,0.34,1.15,0.61,,,,,,,,,,,,,,,,,,,
March,,3.81,3.83,2.86,3.16,1.59,3.42,2.01,0.59,3.18,2.13,4.01,3.93,1.64,4.4,2.69,4.01,1.45,2.17,1.64,2.37,,,,,,,,,,,,2.64,,,,,,,
April,,2.6,2.22,0.34,3.88,0.93,1.78,2.91,2.1,1.65,2.86,1.23,4.78,1.65,1.13,1.34,3.82,2.76,1.79,2.16,0.89,,,,,,,,,,,,2.39,,,,,,,
May,,1.68,2.61,1.29,1.88,2.05,0.78,3.2,4.85,1.22,1.01,2.91,1.92,1.77,2.74,2.62,4.24,1.79,2.59,3.11,,,,,,,,,,,,,3,,,,,,,
June,,2.7,3.93,1.39,1.57,3.74,3.49,3.61,2.87,5.51,3.19,3.47,3.6,4.08,0.45,1.12,1.53,0.22,1.51,1.4,,,,,,,,,,,,,1.52,,,,,,,
July,,5.83,3.47,4.01,1.25,3.24,2.02,4.92,1.85,4.72,4.95,4.81,5.41,3.65,4.84,1.78,6.16,2.17,6.18,3.14,,,,,,,,,,,,,2.93,,,,,,,
August,,3.48,4.54,3.79,5.12,2.72,3.78,5.72,4.34,4.71,1,4.75,4.03,2.94,1.2,2.4,1.57,1.46,3,4.29,,,,,,,,,,,,,2.34,,,,,,,
September,,2.96,5.29,1.75,5.08,5.19,4.69,3.65,4.63,3.63,3.77,2.59,1.94,3.88,3.91,4.89,6.05,4.03,0.58,1.17,,,,,,,,,,,,,,,,,,,,
October,,4.96,7.62,3.7,10.11,3.53,3.86,6.77,5.23,1.4,1.21,2.29,3.13,4.76,2.16,4.93,6.6,1.51,6.26,5,,,,,,,,,,,,,3.8,,,,,,,
November,,1.02,6.6,1.97,2.75,3.53,3.38,8.69,3.08,0.74,6.74,9.3,5.31,5.59,3.3,2.58,4.29,2.93,6.16,1.53,,,,,,,,,,,,,3.07,,,,,,,
December,,6.77,6.16,2.64,3.25,4.95,7.61,3.6,2.32,3.27,,6.72,3.54,3.04,5,2.52,6.62,3.81,5.55,3.5,,,,,,,,,,,,,,,,,,,,
Total,,,61.81,35,48.4,39.19,41.3,56.79,37.5,32.24,,45.94,46.19,48.25,42.88,38.89,48.69,29.38,37.81,30.06,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880 December and total estimated hence removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890 data hand-written on 1880s TYR hence added manually,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Observer for 1800s, (Thomas) Wilkinson lived next door to High Green in 1881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
