SHAP REAGILL,,,,,,,,,,,,
Grid ref,NY603173,Long,-2.615257,Lat,54.549383,,,,,,,
Station no,RR6570,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,2.64,,,,,,,,,
April,,,2.39,,,,,,,,,
May,,,3.00,,,,,,,,,
June,,,1.52,,,,,,,,,
July,,,2.93,,,,,,,,,
August,,,2.34,,,,,,,,,
September,,,,,,,,,,,,
October,,,3.80,,,,,,,,,
November,,,3.07,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,21.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
