GLEN FINLAS RESERVOIR NO 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS330895,Long,-4.684323,Lat,56.069089,Elevation,810,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,6.89,,,,6.45,,,7.28,7.25,8.3,12.73,7.09,9.88,8.34,8.42,10.26,9.92,15.9,2.86,9.01,6.56,11.66,7.53,11.44,4.78,4.95,9.31,,,,1.08,8.68,7.94,11.75,5.58,10.87,10.68,11.64,12.49,6.94,8.75,8.36,5.9,9.16,4.5,6.63,12.77,8,3.56,5.39
February,,11.12,,,,-999,,,9.7,0.95,9.84,3.32,6.65,5.78,2.45,5.04,9.64,6.96,7.42,3.25,0.46,6.66,0.02,6.42,1.48,9.6,3.4,6.9,,,,7.43,2.54,9.27,4.53,13.83,7.02,0.82,9.11,9.16,10.82,4.75,3.65,6.34,6.39,3.82,2.45,4.61,4.08,4.21,6.85
March,,2.67,,,,-999,,,2.7,3.84,9.89,10.44,3.73,3.78,0.77,2.67,6.96,7.52,5.32,2.73,4.9,1.24,4.59,3.59,2.91,3.17,4.72,1.89,,,,3.27,4.28,4.68,1.45,7.3,4.82,5.19,8.19,4.84,5.53,5.78,7.11,3.06,5.2,1.72,5.53,11.78,2.22,6.75,4.13
April,,5.34,,,,4.85,,,2.91,4.21,3.17,2.93,4.09,4.63,3.97,7.68,2.89,5.93,4.27,1.67,2.78,2.97,6.18,4.32,3.42,4.23,2.78,2.9,,,,3.49,4.16,7.58,5.21,3.57,3.71,10.08,5.62,11.05,7,5.25,3.72,3.56,4.87,6.76,2.84,4.02,3.64,6.07,8.78
May,,4.6,,,,1.02,,,4.85,2.11,8.56,4.23,7.03,3.17,6.36,11.19,4.64,4.41,2.25,5.25,4.54,7.63,3.94,3.58,5.67,0.78,1.97,2.71,,,,3.71,4.13,5.61,7.36,6.55,1.89,6.39,2.66,4,2.45,2.61,2.18,4.47,5.52,5.97,6.09,4.6,6.79,2.24,4.68
June,,4.8,,,,2.67,,,3,5.06,3.71,3.18,4.22,3.02,5.82,1.72,4.2,8.41,9.21,6.07,4.51,8.96,2.33,3.96,3.47,6.05,4.06,6.58,,,,2.41,3.37,7.41,8.22,7.64,7.62,6.32,7.93,2.06,4.54,2.86,5.6,2.51,7.1,5.85,4.66,4.06,3.92,4.23,5.47
July,,5.48,,,,7.39,,,6.18,1.64,5.01,4.35,7.03,7.18,8.43,3.2,4.65,5.82,7.4,6.91,5.06,6.53,6.7,7.48,3.91,3.85,7.63,8.59,,,,5.37,6.18,5.24,6.2,6.61,6.17,7.64,8.48,4.78,11.25,6.24,5.32,11.8,6.29,1.62,8.44,9.26,7.21,10.48,8.69
August,,4.02,,,,4.25,,,6.52,7.08,8.41,11.9,5.96,10.72,6.56,6.85,7.33,7.16,8.51,11.55,9.9,3.43,4.28,7.5,6.39,5,6.94,6.22,,,,8.99,12.84,14.12,5.16,3.18,7.01,0,14.06,6.94,9.52,8.95,8.02,7.69,9.62,1.85,8.87,7.22,10.2,3.89,3.91
September,,7,,,,3,,,8.3,7.25,6.86,4.03,4.09,11.99,8.55,6.05,7.23,9.17,6.15,4.3,4.66,2.16,6.96,1.15,9.25,10.71,5.89,6.79,,,,3.71,12.31,7.7,7.73,10.59,11.75,9.11,14.22,4.51,17,6.53,5.7,11.16,12.42,10.35,8.45,6.32,6.72,3.16,4.96
October,,6.15,,,,4.8,,,10.62,2.09,3.83,8.11,5.3,11.64,6.48,7.47,7.9,7.99,10.42,10.32,11.03,8.46,10.47,4.5,11.77,14.08,8.38,3.86,,,,9.11,14.07,19.03,8.59,8.97,0.91,4.93,17.98,10.62,10.9,3.61,7.38,6.56,16.29,7.82,7.02,11.37,7.54,8.13,4.95
