BARNSTAPLE-PILTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS554341,Long,-4.0659,Lat,51.0886,Elevation,87,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2947 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,2.45,1.72,4.07,3.26,2.35,2.98,3,3.7,1.7,,,,,,2.48,4.9,3.87,2.04,6.2,2.44,,2.5,,,3.62,6.32,1.77,4.84,1.61,1.48,,
February,,,,,,,,0.61,2.32,3.91,1.34,0.08,2.96,4.31,2.92,0.22,1.07,,,,,,1.56,1.91,5.91,1.79,4.11,1.94,,0.46,,,2.3,1.17,2.87,5.77,7.23,1.71,,
March,,,,,,,,1.55,3.9,3.7,1.7,1.76,1.1,0.61,3.22,3.45,4.97,,,,,,3.4,5.21,1.54,3.93,2.42,1.05,,4.64,,,5.55,4.45,6.15,0.94,3.54,2.87,,
April,,,,,,,,1.13,1.22,1.38,2.44,1.62,2.17,0.21,1.55,2.18,1.31,,,,,,1.27,2.59,1.68,2.07,1.73,4.46,,2.37,,,0.34,3.8,2.04,1.57,1.35,2.77,,
May,,,,,,,,1.84,1.42,3.68,2.44,3.14,1.69,1.55,2.89,0.45,0.07,,,,,,2.6,2.54,2.51,0.16,3.81,2.84,,1.78,,,1.66,2.94,1.77,2.04,2.25,2.1,,
June,,,,,,,,0.08,3.07,0.35,3.56,1.45,1.6,0.86,2.5,1.9,2.29,,,,,,3.92,1.42,0.99,3.06,1.82,3.29,,1.49,,,7.08,2.61,2.39,1.1,2.1,4.77,,
July,,,,,,,,1.55,5.45,3.43,2.96,3.72,2.2,7.96,4.43,3.56,1.42,,,,,,2.72,2.85,3.87,1.91,1.31,2.1,,2.31,,,4.12,0.93,4.8,3.77,1.68,2.73,,
August,,,,,,,,1.3,3.85,2.8,3.43,7.02,3.5,2.78,3.56,3.41,,,,,,,2.43,3.86,2.15,3.69,3.49,3.89,,2.39,,,10.49,1.12,3.98,2.58,3.7,6.99,,
September,,,,,,,,4.51,1.97,1.85,1.69,3.7,3.96,3.57,2.04,0.82,,,,,,,2.71,5.19,2.41,1.88,1.32,0.81,,2.6,,,0.87,2.32,2.62,1.86,2.64,3.88,,
October,,,,,,,,4.11,2.63,6.32,3.81,5.29,4.58,5.73,5.8,5.79,,,,,,,3.33,9.89,2.98,3.2,5.52,5.99,,5.66,,,5.17,3.21,3.07,3.47,5.64,7.6,,
November,,,,,,,,4.12,7.53,2.64,5.71,3.72,3.05,2.98,7.03,5.03,,,,,,,4.02,3.37,4.16,4.11,4.95,2.77,,1.82,,,3.21,5.8,4.72,3.12,3.18,3.22,,
December,,,,,,,,3.31,3.73,3.06,1.72,5.16,2.98,4.41,3.78,4.61,,,,,,,2.93,3.91,3.59,1.58,4.16,5.54,,4.87,,,5.4,4.03,5.61,7.42,3.3,1.37,,
Total,,,,,,,,,39.54,34.84,34.87,39.92,32.14,37.95,42.72,35.12,,,,,,,33.37,47.64,35.66,29.42,40.84,37.12,27.93,32.89,,,49.81,38.7,41.79,38.48,38.22,41.49,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hibbert family lived in Broadgate House, Pilton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908 only has annual total - it might have been just for average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov 1914 gauge moved 10yds W ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
