MAIDSTONE (BOXLEY ROAD),,,,,,,,,,,,
Grid ref,TQ767571,Long,0.532493,Lat,51.285627,,,,,,,
Station no,363/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.27,1.87,1.03,1.37,3.53,,,,,,,
February,5.72,0.79,1.28,2.12,1.91,,,,,,,
March,3.17,4.00,0.16,2.31,1.01,,,,,,,
April,1.98,0.75,1.93,0.32,0.43,,,,,,,
May,2.14,0.75,1.91,1.78,3.79,,,,,,,
June,1.40,1.16,1.88,3.62,2.32,,,,,,,
July,2.02,0.71,2.94,2.22,3.94,,,,,,,
August,4.00,3.15,1.73,2.99,0.97,,,,,,,
September,3.60,3.12,3.22,1.53,2.05,,,,,,,
October,1.02,2.36,2.18,1.72,4.89,,,,,,,
November,4.26,4.75,2.00,5.59,0.93,,,,,,,
December,2.43,3.10,0.68,1.87,,,,,,,,
Total,34.01,26.51,20.94,27.44,,,,,,,,
Calc annual,34.01,26.51,20.94,27.44,25.77,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
