PRESTWICH RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD812032,Long,-2.28505,Lat,53.525124,Elevation,357,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,4.1,,4.62,2.01,5.76,3.78,1.36,0.52,0.88,3.12,4.83,4.9,2.14,4.72,1.8,2,1.4,3.92,2.4,3.82,1.05,2.38,2.9,1.41,1.68,2.3,4.24,4.83,2.52,2.23,2.43,2.47,1.8,4.6,1.58,2.85,1.77,4.08,0.97,3.24,3.56,2.32,5.02,2.62,2.4,2.35,3.8,4.26,5.43,2.9,3.12,2.65,2.42,3.9,4.2,8.88,1.79,4.47,4.78,4.05,2.23,,,,,,,
February,,,,0.55,,0.76,4.11,4.3,1.43,3.15,2.04,5.93,2.48,1.82,2.2,2.92,0.8,0.75,1.02,2.37,0.3,0.3,2.3,3.87,4.98,0.45,1.7,2.42,2.42,0.98,2.53,1.35,1.12,2.98,3.05,1.58,2.73,1.75,2.64,1.45,2.96,3.31,1.14,1.2,1.84,3.2,3.89,0.98,4.48,0.84,3.56,0.32,3.87,4.32,0.8,5.4,3.66,1.4,4.65,1.2,0.24,4.49,0.05,2.95,,,,,,,
March,,,,2.7,,0.71,3.93,2.6,1.96,1.69,2.51,4.49,2.87,0.85,2.04,2.16,2.62,1.63,2.03,2.5,3.32,1.61,0.86,0.88,2.93,2.76,4.64,2.8,1.84,1.86,0.41,2.51,1.65,3.31,1.72,3.28,2.96,3.15,2.55,2.95,0.76,1.48,5,3.47,4.39,1.39,1.86,1.92,1.61,5.6,2.9,2.66,2.18,1.8,1.35,1.45,1.61,4.32,2.47,1.09,2.27,0.42,2.5,2.92,,,,,,,
April,,,,0.45,,0.95,3.06,1.86,1.89,2.11,1.47,1.34,4.23,1.78,0.84,1.35,1.73,0.87,1.4,1.88,0.94,2.15,1.24,0.68,1.63,1.66,1.7,2.41,1.87,3.11,2.27,2.57,2.31,1.88,1.9,2.65,1.88,1.08,2.35,3.36,2.39,2.43,0.67,3.89,1.07,1.37,2.97,1.3,1.04,1.78,3.97,1.23,2.38,3.1,1.77,2.42,1.35,2.37,0.83,1.2,1.65,3.38,3.01,1.35,,,,,,,
May,,,,2.24,,2.19,1.14,3.09,3.41,1.93,2.43,3.89,2.4,0.75,1.93,2.28,5,2,0.98,2.92,2.29,2.3,3.78,1.73,2.58,1.09,0.34,1.78,3.1,2.58,1.65,0.8,3.11,3.13,2.55,0.53,2.58,3.45,2.54,1.8,3.28,1.03,2.72,2.77,2.07,1.43,3.08,1.83,2.55,1.63,6.26,1.84,1.95,3.32,4.9,5.16,3.64,1.66,1.3,2.82,1.72,2.71,4.5,1.53,,,,,,,
June,,,,2.36,,4.4,3.34,1.98,3.27,4.63,2.02,1.87,6.4,4.1,0.96,3.66,2.17,1.05,3.22,0.67,3.35,2.55,3.58,1.6,3.15,1.85,2.7,3.98,2.44,1.92,2.85,2.32,0.92,1.47,1.03,1.92,1.43,6.27,1.67,1.8,2.96,2.33,4.94,2.03,2.07,3.05,3.03,1.75,1.52,1.8,2.4,0.29,2.2,0.55,2.66,0.01,1.99,4.16,5.62,0.83,1.5,5.08,0.88,2.14,,,,,,,
July,,,,4.61,,5.63,3.58,6.15,0.84,4.58,6.65,3.54,6.07,2.47,3.87,1.58,3.47,1.59,6.85,3.36,3,2.8,3.78,2.84,3.1,4.98,2.45,1.48,0.43,2.41,2.44,3.23,2.37,3.68,1.08,2.42,1.26,3.33,4.51,5.26,3.76,0.46,4.18,1.6,4.72,4.33,1.93,1.8,3.86,1.77,6.58,1.58,4.92,4.08,3.36,2.26,2.55,3.35,1.68,3.25,5.2,5.75,4.37,3.07,,,,,,,
August,,,,4.48,,4.97,3.8,4.66,5,5.38,2.6,4.65,3.32,2.6,2.05,1.64,2.16,1.18,3.62,5.91,4.55,6.55,5.5,1.87,4.46,3.68,2.6,3.01,4.62,1.36,5.89,1.96,2.61,4.24,4.2,4.4,3.69,4.04,3.11,3.02,5.63,2.1,6.03,2.48,3.39,3.87,2.56,6.15,3.12,3.37,2.58,5.35,4.72,3.95,6.21,3.94,4.35,7.04,4.7,4.26,5.12,6.23,1.15,1.38,,,,,,,
September,,,,2.53,,5.5,3.36,2.45,4.96,2.95,5.27,2.6,1.71,5.7,3.68,5.44,3.95,4.4,1.57,2.76,1.62,2.83,4.12,3.9,0.57,2.08,6.88,3.9,0.63,5.09,1.22,0.8,1.33,5.13,1.27,3.33,1.54,0.83,3.09,2.1,0.19,3.5,1.81,1.68,2.81,1.37,2.56,2.12,10.01,1.6,2.54,1,4.08,4.12,3.24,4.11,3.46,5.69,0.64,1.68,2.8,3.05,4.17,1.73,,,,,,,
October,,,,5.56,,4.78,3.09,4.57,3.81,2.56,2.33,3.15,3.75,5.59,2.32,6.23,5.23,2.08,1.72,2.5,2.72,4.57,4.9,3,4.16,3.31,4.17,2.05,3.12,3,5.32,2.98,4.35,7.23,1.79,3.02,5.87,3.46,1.35,4.91,3.32,2.73,4.57,1.57,2.2,1.43,5.33,6.65,3.48,2.35,1.25,2.73,0.35,4.65,4.48,4.14,3.03,2.97,4.26,5.35,4.56,2.11,7.8,4.56,,,,,,,
