BELFAST OLDPARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ3216576268,Long,-5.95457,Lat,54.617458,Elevation,224,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,4.88,5.22,3.6,4.18,3.54,4.24,6.49,4.53,2.42,5.54,1.96,7.69,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,1.82,3,1.81,3.42,4.71,3.59,5.23,2.78,2.26,2.87,4.48,4.78,5.42,4.62,4.84,5.06,3.16,5.09,3.57,7.63,2.29,4.8,4.49,2.96,,,,,,,,
February,,,,,,,3.04,4.42,3.76,6.02,2.89,4.15,4.45,0.78,2.49,1.03,4.78,4.41,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,2.77,4.89,2.92,2.98,1.27,3.89,4.52,3.75,2.38,5.05,1.65,1.83,0.57,3.84,6.39,0.85,4.15,4.8,1.75,4.61,4.23,0.9,3.3,0.07,,,,,,,,
March,,,,,,,3.67,2.56,6.01,2.4,1.96,2.28,2.78,2.29,1.97,1.55,4.38,3.24,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88,3.59,1.6,1.35,3.99,3.1,4.66,1.07,1.77,2.96,1.21,3.76,2.72,2.24,1.28,2.53,1.36,1.24,1.52,2.65,3.74,0.57,2.03,1.3,1.86,,,,,,,,
April,,,,,,,1.59,4.95,3.69,2.92,1.85,3.95,2.87,0.67,1.81,0.37,2.55,4.24,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,3.67,2.19,2.93,1.32,4.14,1.57,2.11,4.24,1.71,1.83,1.07,2.5,0.89,3.62,3.28,3.15,3.89,1.93,1.26,1.46,1.28,2.01,2.77,3.27,,,,,,,,
May,,,,,,,1.9,4.43,2.78,2.36,3.3,0.77,2.91,2.62,1.07,2.43,0.51,2.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,1.47,2.45,2.42,1.27,4.58,1.68,0.99,4.71,5.46,3.3,1.24,3.4,1.52,1.67,1.43,5.12,6.23,2.3,1.43,1.65,2.93,2.02,4.23,2.77,,,,,,,,
June,,,,,,,3.07,1.35,0.61,1.46,1.11,2.51,5,1.98,1.07,3.73,3.71,2.96,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,2.22,3.71,1.75,6.69,2.77,1.32,1.72,1.98,2.22,1.56,2.04,2.96,0.21,2.18,0.49,4.32,0.41,1.97,3.91,4.83,3.12,2.35,5.41,1.3,,,,,,,,
July,,,,,,,3.17,5.85,0.7,2.41,2.57,6.22,3.05,6.36,3.09,2.58,2.22,4.27,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,3.3,4.68,2.11,4.37,1.74,2.05,4.1,2.3,2.33,3.58,0.17,2.37,3.22,3.52,1.6,4.42,3.96,3.74,2.93,2.35,3.51,3.34,2.71,5.02,,,,,,,,
August,,,,,,,5.01,3.2,5.05,2.37,2.84,2.93,4.58,5.89,4.68,3.49,3.86,3.52,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,2.42,5.87,2.21,5.83,1.06,3.2,3.59,1.6,5.81,3.29,3.29,2.17,3.18,3.63,7.4,5.71,1.7,3.67,3.1,3.82,5.67,6.41,3.4,2.68,,,,,,,,
September,,,,,,,6.27,2.55,1.58,6.41,2.9,2.65,4.97,1.81,3.49,3.82,5.46,2.43,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,1.74,1.16,1.32,1.51,3.94,1.66,1.28,0.74,2.07,5.89,3.26,2.36,1.71,1.98,4.34,6.93,3.96,2.23,5.42,2.13,0.83,4.51,1.63,3.32,,,,,,,,
October,,,,,,,2.33,5.59,3.4,2.59,10.15,4.68,5.55,5,5.31,4.63,5.99,5.39,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,4.82,2.18,3.57,3.87,4.36,1.71,3.06,9.11,6.26,5.04,1.7,6.57,4.21,1.82,5.8,3,3.47,3.85,3.66,7.38,4.33,6.03,2.19,3.44,,,,,,,,
November,,,,,,,4.85,1.54,3.09,5.81,1.5,3.79,4.79,3.17,4.65,4.22,3.97,6.11,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,0.84,3.48,4.42,3.03,4.24,5.94,2.6,3.89,4.84,5.04,3.07,3.26,4.97,1.39,4.2,4.17,1.86,4.18,4.84,5.61,5.1,5.39,6.11,1.92,,,,,,,,
December,,,,,,,5.06,3.37,5.63,3.86,2.38,2.72,5.89,0.85,4.6,2.45,7.97,5.26,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,3.72,4.27,5.33,4.58,3.6,8.19,6.29,2.33,2.67,5.41,7.41,5.67,3.73,2.86,5.78,4.83,4.68,1.05,2.91,4.55,7.62,4.24,3.25,5.35,,,,,,,,
