PENRITH NANDANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY523310,Long,-2.741157,Lat,54.671799,Elevation,650,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,2.34,1.2,1.79,4.78,1.89,2.29,0.99,4.22,1.9,0.94,1,2.28,5.67,3.69,0.22,1.32,3.8,3.68,1.07,4.79,1.05,2.48,,,1.32,2.66,3.42,2.39,3.46,,2.19,,
February,,,,,,,,1.48,0.92,1.49,0.7,0.19,2.34,4.09,4.83,0.56,1.69,2,3.19,2.59,3.99,0.96,1.12,5.58,2.86,2.04,2.59,1.98,4.47,,,3.18,1.66,2.05,4.96,4.75,,1.19,,
March,,,,,,,,1.1,1.92,1.03,2.18,1.19,0.86,0.92,2.13,2.95,3.23,5.01,1.16,1.61,0.7,1.92,1.93,5.2,1.93,2.51,2.5,2.97,3.39,,,1.43,2.45,3.71,3.48,1.22,,2.05,,
April,,,,,,,,1.14,1.92,1.78,0.9,1.17,1.08,0.43,2.55,1.24,1.36,1.53,3.07,2.33,2.33,2.21,2.04,1.4,2.08,3.35,0.97,2.18,2.02,,,2.03,0.34,4.19,1.09,1.68,,2.77,,
May,,,,,,,,1.59,1.73,2.46,2.65,1.29,3.62,1.61,3.43,0.59,0.62,1.09,2.25,3.28,1.76,1.44,2.74,3.12,2.49,0.42,5.23,4.45,2.6,,,3.1,1.55,1.37,1.84,1.56,,2.24,,
June,,,,,,,,0.18,1.31,1.03,3.01,1.22,4.07,2.51,2.56,1.49,3.48,2.94,3,0.97,3.56,1.57,1.78,1.46,1.52,1.41,1.06,4.5,1.69,,,3.11,4.65,1.85,1.45,0.53,,2.71,,
July,,,,,,,,1.38,5.91,2.05,1.54,4.09,1.78,2.53,2.96,4.33,3.51,1.03,1.19,4.65,2.18,1.69,3.28,3.87,1.17,0.9,1.58,1.59,3.36,,,0.34,2.52,1.01,3.63,2.83,,1.43,,
August,,,,,,,,1.79,2.71,3.96,4.3,5.59,6.21,3.72,3.21,3.62,2.37,6.34,4,1.28,5.53,3.18,1.63,4.13,3.26,2.79,4.67,3.2,3.54,,,2.2,4.85,1.26,1.47,3,,4.82,,
September,,,,,,,,3.81,0.83,1.75,2.62,4.55,4.8,2.93,0.65,1.32,5.78,3.56,0.92,4.75,1.71,1.03,1.43,4.33,0.72,2.39,1.29,0.45,2.69,,,3.19,1.47,2.01,2.19,1.02,,3.11,,
October,,,,,,,,1.86,2.4,4.28,2.08,4.24,5.34,2.62,3,3.97,4.7,2.36,2.29,2.14,5.32,2.66,2.74,9.79,1.23,2.33,6.04,4.98,1.51,,,3,3.03,3.32,1.1,0.5,,3.26,,
November,,,,,,,,2.4,4.8,1.36,4.92,3.58,1.67,2.03,3.92,4.83,1.06,2.31,2.24,4.12,2.43,2.72,2.55,2.42,2.43,3.21,3.56,2.91,2.43,,,3.36,2.53,2.73,4.71,1.03,,3.11,,
December,,,,,,,,3.58,2.7,2.39,0.3,5.6,1.04,3.84,2.76,2.03,3.12,4.49,3.49,1.97,4.04,4.33,3.79,2.55,2.89,1.18,2.74,5.59,2.12,,,7.37,4.11,3,6.35,4.87,,1.31,,
Total,,,,,,,,22.65,28.35,25.37,29.98,34.6,35.1,28.22,36.22,28.83,31.86,33.66,29.08,35.36,37.24,23.93,26.35,47.65,26.26,23.6,37.02,35.85,32.3,,,33.63,31.82,29.92,34.66,26.45,,30.19,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 1905 has ""+.01"" written under the 1.17 so total is 1.18 which agrees with annual total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
