GLENCARRON LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NH063510,Long,-5.235018,Lat,57.50764,Elevation,504,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,4.09,11.31,11.26,8.07,9.3,16.5,9.32,14.61,10.09,11.03,5.7,10.41,2.05,12.97,7.7,12.84,5.97,12.42,14.01,10.67,13.39,15.62,13.11,10.44,8.92,9.55,8.39,6.05,4.47,10.28,11.6,16.3,7.51,7.08,5.23,12.27,17.6,6.74,,,,,,,,
February,,,,,,8.32,3.8,8.96,5.59,11.81,2.12,12.14,5.05,8.37,14.93,2.32,7.34,6.32,11.3,3.54,2.31,4.41,2.25,13.54,4.34,10.71,6.36,10.02,10.31,5.89,6.67,12.99,5.44,7.09,7.24,6.16,7.11,1.99,11.09,1.09,15,6.82,6.46,,,,,,,,
March,,,,,,6.37,3.23,3.59,6.01,9.66,13.12,8.07,3.52,9.14,9.39,8.91,11.79,7.4,10.45,9.26,2.66,6.38,12.35,11.45,3.05,8.36,9.46,11.69,6.2,2.35,6.17,4.72,8.08,6.58,6.09,8.63,3.9,5.5,2.86,5.25,10.31,11.92,1.12,,,,,,,,
April,,,,,,3.8,4.76,4.19,5.1,3.97,4.4,1.63,4.35,3.54,1.2,5.89,8.84,4.14,5.57,7.91,9.48,4.62,3.3,7.14,13.29,4.45,7.26,4.7,5.05,4.84,10.76,7.04,10.95,5.54,8.83,9.17,6.13,5.35,2.47,11.43,5.16,3.14,4.57,,,,,,,,
May,,,,,,5.58,4.24,4.12,6.7,1.9,2.85,5.32,5.74,3.95,6.2,3.45,2.07,5.71,6.18,4.55,3.25,1.6,6.13,4.31,5.74,4.85,5.95,3.92,3.84,4.87,6.86,3.93,4.19,5.37,5.46,1.31,5.51,1.1,2.11,1.38,5.72,4.7,12.05,,,,,,,,
June,,,,,,4.68,4.84,4.19,2.4,1.71,7.61,3.37,5.78,2.24,4.38,4.52,7.2,3.23,4.09,2.22,3.31,4.89,2.01,3.9,5.97,2.33,2.71,7.03,6.03,1.46,2.51,5.45,4.63,8.68,4.11,0.91,4.78,4.39,5.19,8.67,2.34,2.46,,,,,,,,,
July,,,,,,3.27,6.71,7.36,4.3,2.7,8.91,5.72,5.15,5.77,5.54,7.42,4.02,7.55,6.66,6.57,5.64,4.07,4.57,6.81,2.38,5.96,8.51,4.19,2.16,6.21,4.37,7.44,4.24,1.85,5.62,4.73,4.08,3.33,6.07,1.9,6.12,4.47,,,,,,,,,
August,,,,,,2.95,4.55,5.78,8.82,8.94,9.42,7.08,9.63,5.48,8.6,7.95,6.79,5.15,9.33,2.72,7.32,8.54,5.62,12.31,9.27,8.01,6.48,9.1,5.33,6.68,5.43,5.57,6.17,3.29,7.12,6.47,2.87,7.85,9.31,7.89,3.77,4.98,,,,,,,,,
September,,,,,4.97,11.32,6.5,5.59,3.44,6.35,8.84,12.34,12.86,15.37,0.42,6.41,7.76,11.21,9.43,14.94,8.7,3.92,7.63,5.39,7.92,11.12,5.3,3.01,11.06,3.38,3.38,9.64,5.15,3.35,8.03,4.62,3.94,8.93,9.03,9.53,4.9,6.85,,,,,,,,,
October,,,,,12.32,8.66,5.88,8.43,12.09,4.56,23.11,7.39,8.9,14.85,3.16,11.16,7.32,6.11,7.41,10.58,10.37,8.92,10.34,13.43,7.07,8.77,8.78,3.85,1.96,10.82,6.79,3.2,8.84,10.07,2.6,2.19,14.67,13.81,10.1,5.88,1.32,10.99,,,,,,,,,
November,,,,,9.64,8.1,8.4,7.44,12,9.16,10.62,6.13,8.63,15.38,8.68,7.05,6.67,9.25,9.06,16.79,5.56,9.33,3.4,11.69,9.12,7.85,11.38,7.11,9.27,9.38,6.7,9.02,14.71,18.4,13,4.98,8.77,19.13,6.79,7.4,8.41,2.86,,,,,,,,,
December,,,,,10.47,16.6,9.86,9.36,6.28,9.65,2.28,11.72,7.56,15.75,12.99,7.76,7.13,9.65,21.65,6.33,16.91,10.57,12.43,4.37,10.73,9.33,13.72,8.52,8.37,6.21,9.6,10.18,16.92,12.51,11.45,7.59,7.35,7.1,7.64,8.28,7.01,18.57,,,,,,,,,
Total,,,,,,83.74,74.08,80.27,80.8,79.71,109.78,90.23,91.78,109.93,86.52,78.54,87.34,77.77,114.1,93.11,88.35,73.22,82.45,108.35,89.55,95.13,101.53,86.25,80.02,71.01,78.79,87.57,95.37,87.2,89.83,68.36,85.41,85.99,79.74,73.93,82.33,95.36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_28_pt1-page-166.csv,,,Discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERROR_TYRain_1910-1919_28_pt1-page-165.csv,,,Discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_34_pt1-page-041.csv,,,Discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
