"WAKEFIELD PRISON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.23,0.33,2.97,3.78,3.66,1.27,4.07,1.42,0.51,1.22,,
February,1.78,3.82,1.94,2.16,2.22,2.11,0.59,0.49,1.34,1.68,,
March,2.51,3.68,1.85,1.02,1.45,1.43,2.51,1.37,3.57,3.16,,
April,1.96,1.27,3.61,3.34,1.60,2.01,2.01,0.72,2.25,3.18,,
May,2.59,0.74,0.79,1.16,1.42,1.85,6.00,2.39,0.45,3.98,,
June,3.31,1.53,3.98,3.57,0.97,2.53,0.73,0.20,2.42,0.46,,
July,7.19,2.41,2.94,4.10,2.90,0.79,6.05,0.99,4.54,1.51,,
August,1.57,3.87,1.63,1.53,1.02,1.07,1.70,1.24,2.08,3.56,,
September,4.80,2.94,1.96,4.83,0.91,2.12,1.41,2.78,0.97,1.07,,
October,5.75,3.26,4.49,3.31,1.29,4.86,3.85,2.66,1.06,3.53,,
November,1.96,2.73,3.65,2.00,0.98,2.10,1.52,1.77,5.92,0.75,,
December,3.57,2.74,3.49,1.17,2.37,0.72,4.17,1.30,1.87,1.73,,
Total,37.22,29.32,33.30,31.97,20.79,22.86,34.61,17.33,26.98,25.83,,
Calc annual,37.22,29.32,33.30,31.97,20.79,22.86,34.61,17.33,26.98,25.83,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,,
