"DENNY, BUCKIEBURN FILTERS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5352,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.94,10.15,5.54,4.74,6.39,7.41,6.95,5.54,10.07,1.29,3.70,
February,8.38,1.07,4.51,5.92,0.68,5.18,6.00,1.37,6.54,1.59,0.36,
March,5.28,9.68,2.81,2.69,1.14,1.03,2.10,2.19,4.28,0.68,2.95,
April,1.99,1.54,2.70,4.04,2.48,7.03,2.92,1.21,2.10,1.11,1.32,
May,5.04,3.81,4.40,2.42,6.37,7.58,3.75,1.56,1.81,2.10,1.98,
June,1.74,0.39,1.69,1.99,2.67,0.95,2.68,3.34,5.97,2.62,2.92,
July,4.34,4.15,4.79,4.39,4.47,1.65,4.13,2.51,2.60,4.30,3.44,
August,6.35,6.89,2.73,7.54,4.82,5.35,3.65,7.05,6.24,4.53,4.88,
September,2.82,3.05,2.58,7.50,6.49,4.07,3.45,5.27,3.77,1.08,4.20,
October,1.53,5.81,2.42,6.61,4.16,3.55,5.98,7.84,6.57,4.26,3.94,
November,4.93,4.44,5.37,3.56,4.11,0.49,7.19,5.55,5.78,5.05,5.25,
December,4.76,8.06,4.98,3.48,7.44,5.01,1.51,1.23,4.19,5.92,4.32,
Total,54.10,59.04,44.52,54.88,51.22,49.30,50.31,44.66,59.92,34.53,39.26,
Calc annual,54.10,59.04,44.52,54.88,51.22,49.30,50.31,44.66,59.92,34.53,39.26,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
