"MINDRUM",,,,,,,,,,,,
Grid ref,NT842327,Long,-2.252226,Lat,55.587680,,,,,,,
Station no,3599/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.80,1.82,1.33,2.28,2.62,2.46,2.91,1.32,1.89,,,
February,2.48,0.72,1.40,1.78,2.85,2.32,2.93,2.14,0.36,,,
March,3.42,1.08,0.21,1.23,1.40,0.59,1.69,2.64,0.55,,,
April,2.78,1.20,3.02,0.78,0.61,0.70,0.58,2.34,1.43,,,
May,3.07,1.28,2.72,4.68,2.13,0.59,1.47,2.66,0.53,,,
June,1.65,1.98,2.17,2.16,1.49,2.75,1.05,3.48,1.99,,,
July,3.02,1.60,3.89,3.00,1.89,3.38,3.09,5.00,1.95,,,
August,3.34,3.85,2.50,6.04,0.55,8.41,4.81,3.35,0.40,,,
September,1.01,3.30,3.04,2.66,1.94,3.02,2.57,2.12,0.75,,,
October,0.73,3.31,1.33,3.88,2.17,1.47,2.20,1.15,1.58,,,
November,6.44,4.92,1.92,3.24,0.91,0.92,1.89,0.87,5.59,,,
December,1.77,3.92,1.64,2.58,3.45,2.74,2.29,4.15,3.94,,,
Total,32.51,28.98,25.17,34.31,22.01,29.35,27.48,31.22,20.96,,,
Calc annual,32.51,28.98,25.17,34.31,22.01,29.35,27.48,31.22,20.96,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,,
