EMBSAY MOOR RESERVOIR,,,,,,,,,,,,
Grid ref,SD998546,Long,-2.004539,Lat,53.987449,,,,,,,
Station no,3308/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.56,,,,,,,,,,,
February,3.11,,,,,,,,,,,
March,3.42,,,,,,,,,,,
April,2.04,,,,,,,,,,,
May,2.38,,,,,,,,,,,
June,1.19,,,,,,,,,,,
July,2.33,,,,,,,,,,,
August,3.92,,,,,,,,,,,
September,2.68,,,,,,,,,,,
October,1.68,,,,,,,,,,,
November,7.25,,,,,,,,,,,
December,6.25,,,,,,,,,,,
Total,39.81,,,,,,,,,,,
Calc annual,39.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
