"TODMORDEN (EASTWOOD SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SD970260,Long,-2.046951,Lat,53.730387,,,,,,,
Station no,3249/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.12,6.20,1.37,4.55,2.10,6.45,4.59,6.50,3.86,6.52,,
February,4.95,1.64,1.75,5.81,2.64,1.20,4.79,7.65,0.48,3.66,,
March,5.91,2.57,2.52,3.70,2.44,1.97,3.82,2.57,2.22,1.66,,
April,3.10,3.95,4.52,0.63,2.00,3.56,0.43,1.51,3.66,3.39,,
May,3.18,1.99,2.78,3.68,4.11,1.72,1.66,5.56,2.75,2.67,,
June,1.88,3.09,2.93,2.81,2.70,3.15,2.27,5.45,2.53,1.83,,
July,3.61,1.90,4.64,4.68,1.06,6.56,5.77,4.25,3.05,6.91,,
August,5.51,6.03,5.28,7.20,1.24,9.44,7.47,4.14,0.70,5.43,,
September,2.94,4.27,3.66,6.04,2.95,4.41,6.53,5.26,0.31,3.01,,
October,1.53,6.24,2.58,8.69,3.06,3.04,6.01,4.74,5.35,6.03,,
November,10.76,2.75,5.33,7.90,3.08,2.14,2.70,1.58,5.54,8.89,,
December,9.54,5.13,1.81,7.63,5.87,5.87,5.96,5.74,9.86,5.68,,
Total,59.03,45.76,39.17,63.32,33.25,49.51,52.00,54.95,40.31,55.68,,
Calc annual,59.03,45.76,39.17,63.32,33.25,49.51,52.00,54.95,40.31,55.68,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
