"LONG EATON TRENT COLLEGE",,,,,,,,,,,,
Grid ref,SK482338,Long,-1.284904,Lat,52.899488,,,,,,,
Station no,RR1458,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,,,
February,,,,,,,,,,0.48,,
March,,,,,,,,,,1.95,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,2.12,,
July,,,,,,,,,,,,
August,,,,,,,,,,,,
September,,,,,,,,,,,,
October,,,,,,,,,,3.35,,
November,,,,,,,,,,0.69,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.59,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
