KIRKBY MOORSIDE (RAVENSWYKE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE706873,Long,-0.917268,Lat,54.27648,Elevation,260,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,0.6,4.9,2.14,3.37,3.43,2.78,3.26,1.82,2.7,1.56,2.93,2.32,4.92,2.54,3.47,1.71,1.89,1.75,1.71,2.67,4.02,3.44,2.86,4.66,2.05,,3.18,4.93,1.96,7.02,2.26,2.52,7.07,1.05,1.8,2.04,2.31,0.9,1.68,1.71,5.39,1.89,2.69,2.89,3.98
February,,,,,,,3.3,1.1,1.64,1.61,0.26,0.23,2.59,4.38,1.68,3.35,2.39,1.5,1.6,1.2,1.39,3.25,0.8,4.59,1.79,3.61,2.86,4.25,1.26,1.75,1.29,3.22,1.52,0.6,2.73,2.27,1.42,3.08,1.52,0.75,3.69,2.51,0.89,2.67,2.48,3.24,2.7,2.59,4.22,0.53,2.77
March,,,,,,,3.6,2.2,1.36,3.54,2.34,1.03,1.99,1.94,1.29,1.62,0.57,1.7,3.22,0.25,1.69,1.35,2.47,3.14,2.54,0.89,1.41,2.78,0.1,2.95,1.54,2.4,1.22,0.31,0.54,0.65,1.22,4.58,1.01,1.5,1.38,3.19,2.33,0.1,2.32,2.17,1.23,1.78,3.38,1.29,1.09
April,,,,,,,1.3,2.1,0.63,1.67,3.17,1.14,1.86,1.51,2.36,2.77,0.88,1.91,0.88,1.27,3.14,3.54,1.66,1.8,2.4,3.33,1.37,2.42,0.45,1.07,2.74,1.55,1.56,1.09,2.42,2.11,2.3,2.32,1.28,2.04,2.25,1.69,1.41,2.79,0.18,0.98,1.19,0.55,1.18,3.4,0.81
May,,,,,,,3.1,1.2,3.41,0.89,2.37,1.76,0.89,2.28,4.34,2.69,2.46,0.95,1.5,1.64,0.98,3.16,5.42,2.49,1.15,1.39,1.44,2.45,3.33,1.92,1.72,2.3,2.6,3.14,0.76,2.31,1.42,1.5,1.51,1.85,1.51,3.12,1.37,1.77,2.81,3.2,0.65,1.21,3.45,0.56,1.8
June,,,,,,,2.6,2.7,0.67,1.18,0.81,0.25,2.54,0.73,1.78,0,3.32,3.15,3.73,1.98,0.9,4.31,0.59,1.65,0.98,2.62,2.83,1.69,1.77,1.94,0.46,0.39,0.88,1.46,3.25,2.54,4.08,2.2,4.78,0.6,1.28,1.63,1.96,2.53,2.15,1.4,5.61,2.22,3.41,2.24,0.5
July,,,,,,,2.1,1.4,4.24,2.97,5.35,1.3,3.34,3.63,4.16,1.65,2.76,2.51,0.71,1.94,4.55,3.18,2.67,1.42,2.01,0.38,3.5,1.47,3.23,3.19,7.29,2.83,4.54,0.81,3.01,1.64,2.93,1.98,1.32,2.01,2.4,1.52,1.58,2.52,2.36,1.05,4.54,3.33,2.6,2.47,4.6
August,,,,,,,2.5,6.8,1.81,2.34,1.98,4.96,3.05,3.86,2.65,2.8,3.18,6.62,3.52,3.81,3.54,2.68,3.31,0.84,2.42,1.63,2.74,1.55,1.96,2.26,1.41,3.69,3.63,2.84,3.72,3.37,3.47,0.16,3.17,2.38,4.17,5.62,2.22,3.96,5.55,0.65,7.44,3.77,2.57,0.44,2.68
September,,,,,,,1.2,0.9,5.49,0.86,1.07,1.16,2.13,2.43,2.35,3.17,1.26,5.9,0.56,0.4,4.55,4.35,2.62,1.41,1.7,4.64,2.37,1.68,1.94,1.17,2.15,0.61,2.67,3.5,4.85,1.75,3.96,2.25,1.77,0.82,3.04,1.54,3.98,1.9,2.87,1.52,3.08,3.55,2.4,0.4,2.34
October,,,,,,,3.3,3.2,1.31,5.65,1.02,1.47,1.22,2.47,3.95,3.21,3.65,2.44,4.31,2.85,2.21,1.81,3.51,5.89,2.35,3.18,2.05,2.2,4.01,4.77,3.66,5.06,1.89,1.4,3.22,2.76,0.83,0.4,1.21,3.33,2.09,1.45,3.2,1.99,5.03,1.86,2.04,3.02,2.17,1.86,7.33
November,,,,,,,4,1.9,1.36,2.93,1.04,1.97,1.65,3.81,1.69,3.3,5.02,3.69,2.88,3.62,4.88,3.54,1.88,3.36,2.13,4.49,3.38,2.13,3.17,3.24,3.87,3.54,1.17,3.92,4.37,1.08,5.57,2.04,0.63,4.23,4.41,5.32,3.51,2.71,4.98,2.46,1.76,2.2,0.81,4.1,4.05
December,,,,,,,2.9,2.1,4.56,2.78,3.41,2.17,3.93,3.87,3.06,3.49,1.01,2.44,1.94,4.43,2.2,1.31,1.54,1.15,4.58,2.54,2.41,4.45,4.27,2.52,2.78,,1.8,1.48,2.48,2.08,3.13,1.91,3.32,2.52,2.86,3.6,2.68,1.19,2.25,3.84,2.62,2.53,3.38,4.5,3.11
Total,,,,,,,30.5,30.5,28.62,29.79,26.25,20.22,28.45,32.73,32.01,29.61,29.43,35.13,29.77,25.93,33.5,34.19,28.36,29.49,25.76,31.37,30.38,30.51,28.35,31.44,30.96,,26.66,25.48,33.31,29.58,32.59,24.94,28.59,23.08,30.88,33.23,27.44,25.03,34.66,24.08,38.25,28.64,32.26,24.68,35.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941 Jan and Dec estimated for snow and from local sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
