PENTLAND HILLS (HARPERRIG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT102611,Long,-3.435317,Lat,55.834742,Elevation,900,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,4.1,2.45,2.11,2.78,3.02,2.64,5,2.07,2.84,4.05,5.12,7.14,2.97,3.21,3.29,4.09,4.61,3.76,8.35,1.27,5.64,2.72,5.91,4.46,4.41,1.81,4.52,4.29,5.51,6.64,1.61,2.51,5.94,3.44,3.29,3.86,3.5,3.73,8.74,3.6,2.16,4.18,2.64,0.78,3.24,2.12,1.54,3.77,2.52,0.92,2.78
February,4.74,4.25,2.88,2.34,4.28,4.11,5.55,0.96,4.59,1.75,4.38,1.06,2.76,4.6,0.93,4.4,3.8,1.82,3.63,1.17,0.71,2.97,0.45,3.56,0.29,3.64,4.51,4.8,1.74,3.49,1.63,5.15,1.65,2.82,1.44,5.73,2.31,1.7,3.72,3.4,4.36,3.88,0.51,1.06,2.04,1.67,1.74,2.9,2.05,0.73,2.58
March,2.4,2.65,4.11,5.51,4.83,1.88,4.76,1.95,1.21,2.99,3.93,4.64,2.57,1.83,1,2.84,2.46,3.66,3.38,0.39,3.48,1.73,2.8,1.78,3.88,1.56,2.51,2,2.52,4.58,4.21,3.39,3.02,1.98,0.54,1.8,2.81,5.49,2.7,1.1,2.94,4.02,1.44,0.6,2.18,1.35,2.24,2.47,1.32,1.24,1.45
April,3.95,3.15,0.65,3.63,2.3,2.41,4.98,1.89,1.01,3.5,3.69,1.24,2.62,3.91,1.92,4.99,2.07,2.33,1.29,1.85,1.41,2.91,4.18,2.49,6.38,3.76,1.89,1.57,0.53,1.89,2.57,2.06,1.96,1.24,2.41,2.48,0.87,5.61,2.8,2.45,3.36,3.12,1.88,3.18,1.38,0.94,0.7,1.44,2.39,2.28,1.7
May,2.2,1.75,1.63,2.83,2.89,1.56,5.84,1.65,2.9,1.09,4.69,1.97,2.84,2.87,4.7,5.11,3.67,1.82,1.77,2.28,1.98,3.69,4.34,2.27,1.97,0.87,0.87,2.32,5.02,0.99,2.68,5.47,2.45,4.11,3.35,4.53,2.06,3.4,1.95,2.3,1.71,3.09,1.5,2.51,5.73,2.98,1.6,2.19,2.94,1.84,1.41
June,1.3,3.6,5.46,2.75,1.71,2.52,3.66,3.01,1.08,2.78,1.84,0.53,2.63,1.6,3.36,0.57,4.64,3.66,5.36,2.24,2.49,5.49,1.47,2.48,2.64,2.83,1.81,2.25,4.73,2.3,0.82,0.76,1.31,2.46,3.29,2.53,2.02,3.16,5.75,0.95,1.91,1.76,2.87,1.94,2.45,1.19,2.8,2.18,3.24,2.13,1.04
July,4.85,1.5,2.65,1.16,3.28,5.2,4.51,1.88,3.83,1.43,4.19,2.64,4.87,3.46,4.27,2.22,3.38,3.54,3.22,3.11,4.45,4.41,2.45,4.31,2.57,1.08,4.77,4.65,3.52,2.38,7.22,2.86,3.37,2.14,2.15,3.43,4.78,3.37,2.77,2,4.48,2.84,2.72,4.92,2.33,2.25,5.44,4.54,5.54,3.13,2.99
August,5.9,2.25,4.6,1.55,2.47,2.74,6.2,6.91,2.33,2.81,8.59,5.6,2.38,6.15,4.82,2.92,2.85,6.64,5.49,5.35,7.56,4.96,1.11,1.82,3.69,2.12,2.02,5.07,2.01,0.92,1.22,4.26,2.99,4.32,2.84,3.98,4.35,0.08,8.37,5.2,3.21,5.8,3.36,2.41,6.22,1.6,5.87,5.38,3.83,0.75,3.84
September,1.25,1.65,4.06,2.75,1.21,2.42,2.16,2.58,5.43,4.2,2.18,3,2.29,4.12,4.22,4.67,3.79,9.87,3.86,0.75,4.34,1.68,4.2,2.28,3.1,4.34,3.1,2.99,3.12,1.89,3.15,0.9,3.6,2.83,4.74,5.75,4.68,2.88,3.13,3,7.04,1.61,2.67,3.09,4.57,2.19,4,1.98,5.15,0.66,1.62
October,3.1,4.4,5.1,3.05,2.02,2.7,6.94,5.14,5.26,3.05,1.12,4.59,2.07,4.75,3.83,2.93,4.88,5.7,5.44,4.52,4.44,3.26,7.06,2.97,5.05,7.43,3.11,4.33,7.46,2.49,3.78,3.21,3.89,5.4,3.88,4.69,0.89,1.87,2.4,5.08,3.45,0.76,2.28,1.78,6.53,2.2,2.27,3.35,1.91,3.16,3.92
