FARNINGHAM-DUNBRAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ5416666902,Long,0.21387179,Lat,51.380238,Elevation,220,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,393/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,4.63,4.97,2.38,4.23,1.92,2.19,2.47,5.02,1.99,2.18,2.24,1.71,3.28,1.19,1.12,2.95,2.19,1.2,1.66,2.79,3.41,1.12,2.62,2.45,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,0.63,4.25,0.93,1.44,1.8,2.39,0.75,1.67,0.9,1.62,2.44,1.42,1.3,1.18,4.32,6.52,0.93,1.51,2.18,2,0.3,3.14,2.29,0.06,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1.15,3.64,0.48,1.62,4.41,4.18,2.42,0.33,0.19,1.59,1.42,4.89,0.78,0.62,0.98,3.16,2.36,0.34,2.2,1.17,0.86,1.13,1.01,1.55,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.43,2.23,0.42,2.34,1.65,1.54,1.48,1.05,1.51,1.22,2.74,1.65,1.63,1.44,3.15,3,1.32,2.25,0.31,0.23,1.44,0.22,1.56,2.27,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,0.33,3.17,1.79,2.12,2.24,1.68,3.15,3.05,0.38,2.83,3.6,1.08,1.98,1.9,1.44,2.3,0.9,2.14,2.14,3.87,0.68,1.12,1.71,1.34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,2.95,3.12,0.48,1.19,1.07,2.75,0.39,1.56,1.34,1.27,1.99,2.29,2.65,0.98,1.52,2.5,1.37,1.5,3.93,1.36,2.47,0.67,3.9,0.86,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,3.03,1.59,1.3,2.21,3.43,1.76,2.42,1.59,1.26,4.12,2.09,3.1,1.07,0.41,1.97,2.77,0.63,3.22,2.68,0.03,7.62,2.88,2.41,1.72,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,0.5,1.5,1.53,2.51,0.09,3.8,2.33,1.06,3.77,1.67,4,0.36,5.16,0.82,1.36,4.33,2.34,1.38,2.86,1.18,2.54,3.16,3.83,0.64,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,3.08,3.16,1.67,2.16,0.99,1.09,0.53,2.64,1.66,2.71,0.92,2.35,1.3,1.35,0.72,2.51,2.78,3.55,3.13,1.84,3.2,2.26,2.56,6.47,0.13,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,2.72,2.42,2.28,2.92,6.51,3.01,0.98,3.13,2.21,4.17,3.59,1.51,0.26,1.93,6.86,0.38,0.84,2.54,3.38,2.15,4.07,1.24,1.41,2.9,2.28,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,5.56,3.8,1.97,2.9,4.46,7.52,2.94,2.13,1.33,4.66,0.35,3.87,0.85,1.61,2.88,5.98,4.32,4.28,1.13,4.85,0.75,0.65,3.8,1.6,3.26,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,3.06,2.24,4.67,2.33,1.28,1.5,1.96,2.55,1.91,2.17,2.96,2.31,2.73,3.8,1.43,1.87,2.9,2.47,0.88,1.82,1.81,3.31,2.06,2.84,4.69,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,26.27,35.06,19.62,30.9,29.73,26.7,25.86,22.44,25.05,24.32,30.56,21.64,26.54,20.43,26.6,38.37,24.88,22.06,28.62,22.46,26.78,23.27,33.14,21.25,33.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
