Rainfall at,WINDSOR (ROYAL GARDENS),
Grid ref,SU979754,Long,-0.591949,Lat,51.469109
Station no,782,
,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,3.07,1.77,0.70,0.98,2.68,3.69,1.55,,,2.55,
February,5.12,0.75,1.34,2.18,1.14,0.66,3.16,,,2.50,
March,3.43,2.63,0.43,2.27,0.83,0.67,1.03,,,1.19,
April,2.86,1.47,2.18,0.33,0.27,1.29,0.17,,,0.14,
May,2.31,2.32,1.31,3.66,3.65,0.22,1.12,,,2.02,
June,1.16,1.30,1.24,3.98,2.14,1.74,0.75,,,1.53,
July,1.47,0.42,3.23,2.51,0.30,4.45,4.71,,,3.62,
August,3.56,2.98,1.60,3.05,0.80,3.45,2.61,,,2.65,
September,3.00,3.24,1.70,2.26,1.25,2.51,2.55,,,3.00,
October,1.00,3.00,2.73,2.42,4.07,2.81,2.12,,,7.63,
November,5.92,2.80,1.46,4.42,1.90,0.57,2.69,,,4.44,
December,2.15,2.44,0.60,2.40,2.01,3.25,1.96,,,2.52,
Total,35.05,25.12,18.52,30.46,21.04,25.31,24.42,,,33.79,
Calc annual,35.05,25.12,18.52,30.46,21.04,25.31,24.42,0.00,0.00,33.79,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,NaN,NaN,0.00,
