BANFF EARL HILL ST LEONARDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ686635,Long,-2.527895,Lat,57.660292,Elevation,115,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,1.36,3.76,1.24,2.18,1.31,1.94,1.05,2.02,1.52,2.37,1.73,1.95,4.14,1.53,3.2,2.07,3.46,3.1,2.13,1.29,3.16,1.32,1.57,0.84,1.92,1.64,1.88,1.64,1.4,3.34,2.66,,,,,,
February,,,,1.96,0.92,1.83,0.92,0.59,2.63,3.66,1.16,0.86,2.63,3.04,2.94,1.51,1.08,1.02,2.44,1.46,4.62,2.62,1.05,2.17,2.26,1.89,2.95,1.7,1.57,1.33,2.2,1.79,1.68,0.57,,,,,,
March,,,,3.29,3.09,1.82,1.45,1.13,2.58,1.8,3.16,2.98,1.33,0.54,0.36,3.04,2.03,3.66,2.36,3.56,2.89,2.13,1.82,0.71,1.29,3.36,1.48,1.21,3.74,3.91,1.02,1.14,2.97,2.85,,,,,,
April,,,,1.22,1.02,0.76,1.22,1.99,1.44,2.16,1.41,0.44,1.24,0.87,1.05,1.17,1.48,0.89,3.01,3.13,1.75,1.58,1.93,1.66,2.14,2.92,2.22,1.24,1.75,2.43,2.95,2.28,1.54,1.26,,,,,,
May,,,,1.87,1.6,2.79,2.26,1.42,0.94,0.55,1.96,2.94,2.6,1.52,4.67,0.38,1.88,1.17,2.79,1.66,0.95,1.47,2.22,2.02,1.44,1.29,4.85,1.73,1.37,1.97,1.75,2.62,3.59,2.94,,,,,,
June,,,,0.96,0.91,1.14,1.3,0.54,1.89,0.64,2.67,0.52,1.91,1.78,1.21,2.73,2.28,4.04,2,1.13,2.52,2.41,2.07,1.33,0.85,1.38,0.94,4.28,1.47,2.45,0.93,2.77,1.81,3.39,,,,,,
July,,,,4.18,2.81,2.39,2.53,1.91,2.59,4.26,3.6,4.98,2.98,3.22,4.03,3.89,2.84,2.1,1.12,3.13,4.97,1.94,4.5,5.83,0.4,2.48,1.21,2.08,2.74,2.08,2.29,3.22,1.5,0.67,,,,,,
August,,,,3.55,2.57,2.89,2.08,1.67,1.67,4.07,2.99,4.37,3.15,3.35,4.54,2.36,2.39,3.02,2.95,0.77,3.32,3.57,2.62,4.6,4.92,2.57,2.42,3.24,1.76,2.05,2.84,1.58,3.62,1.52,,,,,,
September,,,,3.26,0.6,3.21,1.36,3.01,1.74,1.77,2.07,2.39,2.95,5.4,1.06,1.78,4.49,3.96,2.15,3.54,2.01,1.05,1.57,2.49,2.13,2.14,1.78,0.95,3.5,3.22,0.87,1.89,1.35,3.06,,,,,,
October,,,,2.49,3.95,2.79,1.67,3.17,3.22,2.63,4.26,1.8,6.47,2.81,3.31,7.84,4.11,1.97,3.39,1.03,3.82,3,1.86,3.89,1.05,2.84,4.56,3.91,0.79,3.44,1.27,2.9,3.31,1.04,,,,,,
November,,,,1.4,4.24,2.07,2.38,2.53,2.27,2.58,5.56,2.6,1.62,3.74,0.57,1.58,1.03,1.94,2.87,1.03,2.19,4.06,1.24,3.18,1.75,6.14,4.14,2.16,1.65,5.72,6.32,4.8,2.2,2.5,,,,,,
December,,,,2.41,1.36,2.69,4.39,3.1,0.94,0.91,1.56,1.86,1.56,2.02,2.37,4.15,5.3,3.03,3.74,5.91,2.41,3.8,3.29,1.95,2.61,0.83,2.79,1.84,2.96,2.4,3.02,5.38,1.9,3.26,,,,,,
Total,,,,27.95,26.83,25.62,23.74,22.37,23.85,26.08,32.42,27.26,30.81,30.02,28.06,34.57,30.44,30,30.89,29.81,34.55,29.76,25.46,32.99,22.16,29.41,30.18,26.26,24.94,32.88,27.1,31.77,28.81,25.72,,,,,,
