PETERSFIELD DOWNLEY,,,,,,,,,,,,
Grid ref,SU752181,Long,-0.930682,Lat,50.957431,,,,,,,
Station no,RR6066,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.94,1.13,,
February,,,,,,,,,1.71,0.47,,
March,,,,,,,,,3.73,5.55,,
April,,,,,,,,,2.68,1.77,,
May,,,,,,,,,2.45,2.58,,
June,,,,,,,,,1.08,3.13,,
July,,,,,,,,,3.29,3.63,,
August,,,,,,,,,5.65,3.26,,
September,,,,,,,,,2.05,3.83,,
October,,,,,,,,7.50,3.03,9.57,,
November,,,,,,,,3.18,1.54,0.77,,
December,,,,,,,,4.35,4.19,5.91,,
Total,,,,,,,,,33.34,41.60,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.03,33.34,41.60,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
