"CHORLTON-CUM-HARDY (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SJ807931,Long,-2.291968,Lat,53.434324,,,,,,,
Station no,2931,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.19,3.45,1.20,3.31,2.65,4.87,2.11,3.92,3.02,5.23,,
February,1.93,1.05,1.19,2.81,2.29,0.81,2.27,4.90,0.49,3.30,,
March,4.12,2.17,1.85,2.35,2.19,0.94,2.86,1.98,1.63,1.41,,
April,1.87,3.18,2.39,0.87,1.98,3.97,0.46,0.83,3.60,1.74,,
May,2.22,1.71,1.66,2.66,2.47,1.04,1.40,2.92,1.85,2.11,,
June,1.02,2.77,2.18,3.07,3.08,2.10,1.80,4.65,2.48,1.91,,
July,3.10,2.25,3.56,4.82,0.80,4.90,4.53,4.63,3.28,4.68,,
August,4.27,2.16,4.91,5.96,0.94,9.07,4.28,6.47,0.30,6.18,,
September,2.89,3.14,2.85,4.00,2.56,2.63,5.90,4.53,0.26,3.18,,
October,1.11,3.38,2.03,5.99,2.25,2.60,3.87,3.30,3.48,3.64,,
November,6.73,2.14,2.98,5.58,1.77,1.50,2.09,1.68,4.44,4.75,,
December,5.19,3.18,1.37,5.33,4.68,3.06,3.40,3.66,5.86,3.33,,
Total,37.64,30.58,28.17,46.75,27.66,37.49,34.97,43.47,30.69,41.46,,
Calc annual,37.64,30.58,28.17,46.75,27.66,37.49,34.97,43.47,30.69,41.46,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
