BLUNTISHAM RECTORY,,,,,,,,,,,,
Grid ref,TL371744,Long,0.011452,Lat,52.350533,,,,,,,
Station no,1155/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.70,1.49,,,,,,,,,,
February,2.53,1.68,,,,,,,,,,
March,3.29,3.06,,,,,,,,,,
April,2.84,,,,,,,,,,,
May,2.63,,,,,,,,,,,
June,1.95,,,,,,,,,,,
July,0.83,,,,,,,,,,,
August,3.93,,,,,,,,,,,
September,1.85,,,,,,,,,,,
October,1.05,,,,,,,,,,,
November,3.19,,,,,,,,,,,
December,1.11,,,,,,,,,,,
Total,27.90,,,,,,,,,,,
Calc annual,27.90,6.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
