MILNE GRADEN BERWICK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT875440,Long,-2.1993,Lat,55.69,Elevation,103,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,0.7,2.5,0.6,2,4.7,0.4,1.7,3.2,0.8,1.2,3.9,2.1,2.3,2.6,0.9,,2.6,1.8,0.7,1.4,1.1,4.5,2.2,2.4,0.6,2.5,0.4,1.2,3.2,2.2,3.39,0.89,1.16,0.32,,0.93,2.55,1.16,,,,,,
February,,,,,,,1.3,0.4,0.7,1.6,1.2,2,0.7,0.5,1.1,1,2.5,0.5,0.9,1.4,1.8,,2.1,1.3,1.3,1.4,2.5,2.2,0.6,1.4,1.4,,0.8,1.4,0.8,,1.12,0.38,2.5,0.94,,1.5,2.4,3.01,,,,,,
March,,,,,,,0.1,2.7,2.2,3.1,2.1,3,3.48,1.2,3.2,0.7,2.7,1.4,0.7,1,1.2,,4.6,1.2,1.1,0.9,2.1,2.5,1.2,1.3,1.3,1.2,2.4,1.8,2.1,,1.42,1.14,5.85,2.25,,4.19,1.23,0.93,,,,,,
April,,,,,,,2.2,1.2,1.2,3.9,0.9,1.5,1.9,1.9,0.9,1,2.5,2.1,2.5,0.7,0.5,,3.1,0.5,0.6,0.4,4,2.7,0.8,2.6,1.2,2.1,2.5,1.2,0.7,3.22,,0.87,1.65,2.85,,0.76,1.02,0.71,,,,,,
May,,,,,,,3.6,1.7,3.3,0,1.9,0.8,4.8,2,3.4,4.3,0.8,2.4,0.9,1.9,1.1,,2.7,1.8,1.1,0.9,0.4,2.4,2.3,1.6,0.3,1.2,1.5,0.8,0.8,4.42,,1.82,0.41,1.43,,2.54,2.41,1.35,,,,,,
June,,,,,,,3,3.4,2.9,3.5,5.6,3.1,3.6,4.6,2.2,0.6,,1.2,0,2.4,1.8,,2.4,0.8,0.85,1.6,2.5,2.2,0.9,3,1.4,1.8,3.2,2.5,0.5,1.13,,0.68,2.18,0.35,,0.53,2.52,2.35,,,,,,
July,,,,,,,2.6,3.4,5.1,4.9,4.5,4.1,2.8,0.16,2,1.8,4.2,7.5,0.3,1.2,0.5,,2.4,3,2.4,1.3,0.5,3,0.7,5.4,2,2.6,2.1,4.2,4.5,2.27,3.91,2.31,3.97,3.83,,2.3,2.65,3.08,,,,,,
August,,,,,,,3,1.8,2,1.2,2,2.6,4.4,2.5,0.9,3.5,3.4,1.4,1.8,0.8,1.2,,2.3,3,3.3,1.6,2.9,6.9,3.3,2.1,0.1,4.5,2.4,3.4,0.2,3.55,2.15,1.74,1.73,5.15,,4.1,5.51,1.63,,,,,,
September,,,,,,,4.7,5.3,3,1.4,1.6,4.1,2.9,3.3,2.4,0.4,2.4,1.2,3.2,4.8,0.9,,4.5,2.1,1.9,2.1,3,1.1,2.6,0.6,3.3,4.8,1.6,3.1,0.8,4.77,1.86,3.37,0.35,1.15,,5.74,1.5,1.74,,,,,,
October,,,,,,,0.3,1.1,3.3,5.6,2.4,0.6,2.6,3.3,9.7,7.7,2.4,1.2,2.2,2.3,2.3,,4.3,3,2.1,3.2,1.2,3.1,3.7,0.1,3.3,2.8,3.2,1.8,0.7,5.86,3.84,0.88,0.49,4.23,,1.76,4.75,1.17,,,,,,
November,,,,,,,1.1,5.6,3.7,1.6,2.8,4.9,1.3,2.8,1.7,2.1,1.5,0.3,2.01,1.3,2.7,,5.4,1.6,4.6,4,2.8,1.4,5.4,1.2,3.3,2.6,2.2,0.8,0.6,2.61,2.09,1.85,5.25,0.27,,2.43,0.98,3.11,,,,,,
December,,,,,,,3.2,0.3,1.9,4,2.1,2.3,2.6,1.8,2.1,0.8,2.4,1.4,3.1,2.2,1.2,,4.3,0.5,2.5,1.4,7.5,0.6,3.2,3.3,0.9,,4.2,0.6,1.2,0.81,1.65,0.78,0.65,0.94,,4.59,1.07,1.41,,,,,,
Total,,,,,,,25.8,29.4,29.9,32.8,31.8,29.4,32.78,27.26,30.4,25.1,,22.7,19.91,22.6,16.1,,40.7,20.6,22.45,20.2,30.5,32.6,26.9,25,19.1,,26.5,22.8,16.1,,,16.71,26.19,23.71,,31.37,28.59,21.65,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values for 1859 not transcribed originally because column doesn't have a date - added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 1866 estimated therefore removed plus total removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
