"LAKE EIGIAU (DAM SITE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4350,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,10.76,9.98,9.98,9.55,7.05,6.83,9.01,8.57,15.23,2.17,,
February,7.91,0.95,11.55,13.63,1.85,9.43,6.04,4.81,8.57,1.69,,
March,9.98,10.39,6.59,3.98,1.38,3.17,2.54,11.68,6.09,1.03,,
April,13.49,3.09,6.91,5.54,5.70,5.43,4.51,4.02,2.41,2.08,,
May,9.42,4.03,2.22,6.82,9.17,6.24,7.32,2.57,2.41,4.51,,
June,5.03,0.91,3.90,2.13,4.11,0.23,6.25,7.79,9.20,2.36,,
July,15.06,4.83,8.80,2.96,7.60,3.98,7.07,5.78,2.49,4.25,,
August,8.06,9.81,4.85,8.85,10.08,4.88,5.65,11.42,7.31,6.29,,
September,5.05,2.14,6.40,9.08,11.12,9.69,4.17,10.27,2.54,2.41,,
October,5.06,3.66,2.91,13.72,6.40,10.88,5.31,8.77,13.80,10.92,,
November,5.14,7.26,7.22,12.29,4.19,5.27,10.39,9.25,12.90,15.10,,
December,8.61,12.58,17.65,10.25,13.06,6.50,2.10,2.91,6.82,15.20,,
Total,103.57,69.63,88.98,98.80,81.71,72.53,70.36,87.84,89.77,68.01,,
Calc annual,103.57,69.63,88.98,98.80,81.71,72.53,70.36,87.84,89.77,68.01,0.00,
Difference,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,NaN,
