"WALTHAMSTOW (FERRY LANE)",,,,,,,,,,,,
Grid ref,TQ350892,Long,-0.052832,Lat,51.585493,,,,,,,
Station no,1229,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.46,1.48,0.77,0.95,2.41,3.14,1.29,2.10,1.88,1.68,,
February,5.02,0.69,1.39,2.33,1.55,0.44,2.77,2.11,0.04,2.07,,
March,3.21,2.73,0.33,1.96,1.00,0.81,0.87,1.09,1.65,1.50,,
April,2.74,1.00,2.17,0.27,0.31,1.10,0.12,1.47,1.75,0.51,,
May,1.90,0.81,1.02,1.77,4.19,0.57,1.31,2.34,0.68,1.66,,
June,0.75,1.51,1.00,3.53,1.94,2.31,0.70,5.77,0.72,1.44,,
July,1.38,0.55,3.35,2.49,0.34,4.07,3.50,1.89,1.13,2.96,,
August,3.83,2.41,1.62,3.32,1.09,4.56,1.69,2.80,1.50,2.30,,
September,2.82,2.97,1.58,1.53,1.69,2.29,1.93,3.47,0.04,3.95,,
October,0.79,2.33,3.09,2.10,2.63,2.02,1.73,2.11,1.60,4.86,,
November,4.51,3.54,0.81,3.11,0.59,0.35,1.87,1.61,2.58,3.53,,
December,1.57,2.04,0.55,1.59,1.64,2.49,1.43,2.69,3.11,2.12,,
Total,30.98,22.06,17.68,24.95,19.38,24.15,19.21,29.45,16.69,28.58,,
Calc annual,30.98,22.06,17.68,24.95,19.38,24.15,19.21,29.45,16.68,28.58,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.00,,
