"ILKLEY (MARCH GHYLL RESERVOIR)",,,,,,,,,,,,
Grid ref,SE124509,Long,-1.812531,Lat,53.954048,,,,,,,
Station no,3321,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.27,2.28,1.51,2.86,2.86,1.21,4.00,1.40,1.91,1.75,,
February,6.30,1.39,1.17,3.27,3.49,1.93,2.36,2.06,2.01,1.27,,
March,0.78,1.86,1.45,4.51,2.23,3.21,2.22,2.32,4.47,2.19,,
April,1.41,2.64,1.61,1.47,1.87,2.55,0.62,2.07,2.50,2.89,,
May,2.63,1.36,2.32,3.34,2.64,0.49,2.68,2.23,2.41,2.28,,
June,3.72,1.02,2.06,2.10,1.81,1.66,1.55,4.82,0.97,2.76,,
July,4.42,1.17,2.47,4.95,2.04,0.98,2.42,2.20,4.19,3.82,,
August,4.83,1.49,2.64,5.00,3.70,4.30,3.48,2.16,3.00,2.96,,
September,0.83,1.22,1.72,4.28,0.93,2.31,0.72,0.83,4.66,2.81,,
October,4.02,2.03,3.76,8.48,1.00,2.40,5.34,6.48,1.44,2.69,,
November,4.02,4.04,2.00,2.51,2.19,4.66,3.85,2.10,2.49,0.88,,
December,3.53,4.77,2.66,1.52,1.98,0.74,2.72,3.76,1.63,4.47,,
Total,38.76,25.27,25.37,44.29,26.74,26.44,31.96,32.43,31.68,30.77,,
Calc annual,38.76,25.27,25.37,44.29,26.74,26.44,31.96,32.43,31.68,30.77,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
