"ILKLEY (MARCH GHYLL RESERVOIR)",,,,,,,,,,,,
Grid ref,SE123510,Long,-1.814051,Lat,53.954950,,,,,,,
Station no,3321,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.08,3.17,0.74,2.37,1.66,4.36,2.80,3.24,3.14,4.52,,
February,2.59,0.83,2.19,2.80,2.50,1.75,3.27,5.81,0.45,2.41,,
March,3.14,1.94,0.77,1.97,2.51,1.28,2.50,1.87,1.52,1.82,,
April,1.20,1.85,1.86,0.52,1.24,3.01,0.44,0.82,3.73,1.95,,
May,3.09,1.35,1.19,3.26,3.89,1.35,1.24,4.27,1.10,1.23,,
June,1.03,2.02,1.97,1.32,2.27,2.62,1.72,4.61,1.45,1.31,,
July,1.71,1.52,3.78,1.99,1.28,5.34,2.76,3.82,2.71,5.45,,
August,4.02,4.06,3.74,5.75,1.01,6.99,4.72,4.62,0.61,3.17,,
September,2.22,2.65,2.87,2.36,1.69,4.26,4.83,3.68,0.21,2.79,,
October,1.05,3.15,2.29,3.86,3.03,1.89,3.82,2.80,3.77,5.77,,
November,6.10,2.01,3.40,4.29,2.22,1.07,2.51,1.07,5.17,5.99,,
December,4.16,2.30,1.48,3.86,5.25,3.79,3.82,5.39,6.67,4.10,,
Total,33.39,26.85,26.28,34.35,28.55,37.71,34.43,42.00,30.53,40.51,,
Calc annual,33.39,26.85,26.28,34.35,28.55,37.71,34.43,42.00,30.53,40.51,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
