"CULLOMPTON",,,,,,,,,,,,
Grid ref,ST020073,Long,-3.393693,Lat,50.856881,,,,,,,
Station no,1787,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.62,4.19,0.60,,,,,,,,,
February,5.05,1.17,3.01,,,,,,,,,
March,4.40,3.65,1.05,,,,,,,,,
April,2.27,2.91,3.10,,,,,,,,,
May,2.66,2.78,2.27,,,,,,,,,
June,1.17,1.36,2.68,,,,,,,,,
July,1.26,1.05,,,,,,,,,,
August,5.00,5.59,,,,,,,,,,
September,4.00,3.48,,,,,,,,,,
October,1.32,4.86,,,,,,,,,,
November,6.72,3.91,,,,,,,,,,
December,3.30,4.10,,,,,,,,,,
Total,40.77,39.05,,,,,,,,,,
Calc annual,40.77,39.05,12.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
