"CHIRTON, THE SCHOOL, (OLD MANOR FARM)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4542,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.88,3.02,3.81,2.06,3.91,3.12,4.25,3.53,3.88,,,
February,1.12,0.51,3.33,5.85,0.22,5.40,2.35,4.29,1.96,,,
March,2.59,1.42,2.98,2.01,1.05,0.40,0.59,3.51,2.50,,,
April,4.64,1.03,3.36,2.41,3.35,2.63,3.34,2.23,1.14,,,
May,2.00,1.56,0.92,1.07,5.34,3.63,2.68,1.18,1.88,,,
June,2.40,0.29,1.24,0.51,2.25,0.07,2.19,2.49,2.07,,,
July,4.81,0.33,3.96,1.07,4.11,4.10,2.32,3.28,1.17,,,
August,0.95,1.11,3.73,3.85,2.77,1.77,1.02,4.46,1.84,,,
September,0.92,2.07,1.81,2.90,3.75,3.86,0.96,5.66,1.21,,,
October,2.30,1.05,1.25,5.98,4.64,3.62,3.11,2.38,5.00,,,
November,1.61,1.50,1.42,2.23,2.72,2.07,6.92,3.07,3.08,,,
December,2.16,1.91,3.69,3.69,4.91,3.04,0.46,3.07,3.06,,,
Total,29.36,15.80,31.50,33.63,39.02,33.71,30.19,39.15,28.79,,,
Calc annual,29.38,15.80,31.50,33.63,39.02,33.71,30.19,39.15,28.79,0.00,0.00,
Difference,-0.02,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,NaN,NaN,
