CARMUNNOCK CARNBOOTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS 5898 5730,Long,-4.250528,Lat,55.788395,Elevation,365,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,3.46,3.71,2.6,6.21,2.51,5.2,3.51,6.22,9.16,3.97,4.68,4.46,5.56,5.58,6.49,10.83,1.42,6.97,3.62,8.99,5.03,6.47,1.98,5.35,3.99,7.15,4.33,3.4,1.19,5.85,4.82,4.72,2.62,5.92,4.35,7.27,,
February,,,,3.42,4.44,5.22,5.42,0.98,5.37,0.92,6.62,1.03,4.51,4.12,0.69,4.73,4.55,2.19,5.01,1.96,0.12,3.4,0.03,3.91,0.61,4.73,2.52,4.84,2.08,6.13,1.63,3.63,1.44,4.87,1.77,7.07,3.3,1.27,4.83,,
March,,,,5.09,4.55,1.46,2.71,2.63,1.76,3.44,4.68,6.82,2.57,1.92,0.99,2.83,3.48,2.95,3.16,0.75,3.36,1.32,1.95,2.82,3.39,1.95,2.9,1.1,3.94,3.83,5.44,2.73,2.26,2.86,0.72,3.32,2.85,4.53,3.97,,
April,,,,2.94,2.82,2.86,3.2,1.84,0.66,1.72,2,0.94,2.19,3.77,2.38,5.23,2.66,2.74,1.32,1.84,1.06,1.8,3.53,1.86,3.41,3.93,1.45,1.96,0.48,1.72,2.65,1.93,2.25,2.79,2.91,2.09,1.59,6.27,3.2,,
May,,,,2.34,2.52,1.55,5.65,2.82,2.59,0.49,5.87,2.31,3.23,1.87,4.85,7.56,2.55,1.92,2.11,3.58,1.73,4.13,2.89,2.44,2.45,0.33,1.48,1.74,3.88,0.73,0.6,3.64,1.94,3.37,2.74,5.15,1.23,3.8,1.12,,
June,,,,3.71,0.73,1.73,2.8,3.15,1.49,4.03,1.88,0.51,1.83,1.32,2.11,0.38,2.33,3.99,4.83,2.55,2.7,5.57,1.18,2.33,2.67,5.38,1.53,1.87,4.57,1.73,0.96,0.52,1.49,3.07,3.08,4.29,3.14,2.85,5.7,,
July,,,,1.75,2.75,4.29,4.09,1.53,2.77,0.78,3.37,3.4,2.8,4.12,3.46,2.05,3.41,4.06,2.46,3.06,3.43,3.66,3.71,4.06,2.21,1.34,5,3.23,5.34,3.85,4.26,2.79,2.15,2.32,2.52,3.19,3.32,3.14,3.04,,
August,,,,1.19,2.95,2.98,3.95,3.83,3.1,2.66,5.34,6.61,2.38,5.86,3.08,3.65,2.77,5.46,3.48,5.29,5.01,1.91,1.31,2.85,4.95,1.69,2.74,2.91,2.12,1.99,1.92,4.46,4.05,5.57,3.89,1.46,2.4,0.02,6.92,,
September,,,,2.5,1.73,1.01,0.95,2.29,6.83,3.1,2.23,2.28,1.74,6.32,5.39,3.51,3.09,7.36,3.27,1.1,4.8,2.08,4.95,0.75,4.26,5.66,3.75,2.94,3.03,1.83,3.97,1.21,5.06,2.34,5.46,4.57,6.43,5.02,7.21,,
October,,,,2.08,1.25,2.03,6.63,7.21,6.43,0.93,1.4,5.57,2.28,6.45,3.2,3.52,5.11,5.85,7.03,5.67,6.66,3.38,6.77,3.57,6.45,9.46,4.97,3.59,9.36,2.37,4.35,3.37,5.49,7.66,4.4,5.8,0.55,1.91,4.14,,
November,,,,5.6,6.3,1.59,4.2,8.43,3.85,4.62,4.1,2.52,2.53,3.68,3.5,0.96,7.11,4.91,5.09,7.35,5.68,7.19,3.87,1.95,1.26,5.29,4.19,0.63,7.83,8.64,5.47,2.75,0.73,2.08,7.87,0.45,5.76,6.42,3.64,,
December,,,,4.43,6.83,6.25,4.78,3.02,4.98,7.28,4.11,8.19,4.17,3.49,7.1,4.02,1.52,1.32,4.14,9.77,3.46,5.18,10.11,0.97,5.2,2.51,6.17,2.33,2.64,2.21,5.16,2.61,4.73,1.89,4.26,3.31,4.4,2.19,5.65,,
Total,,,,38.51,40.58,33.57,50.59,40.24,45.03,33.48,47.82,49.34,34.2,47.6,41.21,44,44.16,49.24,52.73,44.34,44.98,43.24,49.29,32.54,43.33,44.25,42.05,31.13,52.42,39.36,39.81,30.83,37.44,43.64,44.34,43.32,40.89,41.77,56.69,,
