"PONTYPRIDD THE OLD TOWN RESERVOIR",,,,,,,,,,,,
Grid ref,ST072908,Long,-3.341495,Lat,51.608359,,,,,,,
Station no,4076,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.55,4.36,2.97,8.33,8.97,2.03,9.94,3.64,4.88,1.12,,
February,9.48,2.53,2.77,3.95,8.23,1.44,4.38,2.73,2.93,1.03,,
March,0.87,3.91,2.76,9.96,2.09,3.88,2.54,3.20,4.73,4.23,,
April,3.00,6.56,2.52,1.61,4.49,1.80,0.26,5.22,3.58,3.25,,
May,3.40,1.42,1.77,3.77,3.01,0.48,1.84,2.52,3.51,2.44,,
June,3.25,3.32,2.03,1.63,1.05,4.44,1.79,7.43,0.77,3.07,,
July,1.56,1.72,2.23,3.95,3.61,1.92,0.69,3.94,5.35,3.16,,
August,6.45,4.31,3.92,8.87,3.72,3.50,2.88,6.44,6.03,1.88,,
September,2.92,3.64,2.97,6.87,2.95,0.96,1.40,1.25,4.55,3.69,,
October,7.91,3.73,5.38,14.46,2.09,2.74,6.58,8.69,5.24,12.12,,
November,7.27,1.49,3.46,2.86,5.26,6.07,4.70,3.96,3.65,3.15,,
December,11.22,10.61,3.91,5.32,5.29,0.70,0.80,9.88,5.64,10.47,,
Total,63.88,47.60,36.69,71.58,50.76,29.96,37.80,58.90,50.86,49.61,,
Calc annual,63.88,47.60,36.69,71.58,50.76,29.96,37.80,58.90,50.86,49.61,,
Difference,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
