PONTYPRIDD-LAN-WOOD-RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST072908,Long,-3.341495,Lat,51.608359,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,9.74,4.23,3.89,3.6,6.69,5.75,2.61,3.47,3.73,11,6.55,4.36,2.97,8.33,8.97,2.03,9.94,3.64,4.88,1.12,8.14,2.56,6.75,9.76,4.11,5.82,7.4,1.78,5.73,8.82,11.1,7.96,5.72,3.58,6.5,6.86,9.7,6.33,12.98,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,0.91,0.1,2.24,9.57,8.79,0,1.43,7.1,2.93,4.56,9.48,2.53,2.77,3.95,8.23,1.44,4.38,2.73,2.93,1.03,9.21,8.04,4.65,3.2,8.45,9.25,8.72,1.58,5.08,4.62,3.55,0.11,7.82,11.95,0.51,8.99,5.45,3.9,6.28,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,2.95,3.07,1.68,0.47,6.48,4.89,6.59,5.5,1.28,3.26,0.87,3.91,2.76,9.96,2.09,3.88,2.54,3.2,4.73,4.23,1.56,3.82,10.92,10.17,9.03,1.56,2.55,3.32,3.08,6.97,6.27,6.41,5.63,2.35,2.84,0.56,1.25,4.95,5.25,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1.82,4.63,1.88,0.15,3.32,4.12,0.83,5.67,2.77,7.38,3,6.56,2.52,1.61,4.49,1.8,0.26,5.22,3.58,3.25,2.85,4.98,0.39,8.12,3.1,2.12,2.6,2.13,1.99,2.56,7.65,0.95,3.1,3.67,4.95,4.14,3.1,1.82,1.45,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.73,4.91,2.14,4.38,3.91,0.18,0,2.27,4.24,3.43,3.4,1.42,1.77,3.77,3.01,0.48,1.84,2.52,3.51,2.44,3.31,1.4,1.99,3.37,3.12,2.89,4.18,3.42,2.02,0.91,5.22,3.32,1.45,2.91,5.15,6.41,3.44,1.98,0.68,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,3.51,2.94,3.58,1.48,3.73,1.42,2.82,4.29,3.05,2.46,3.25,3.32,2.03,1.63,1.05,4.44,1.79,7.43,0.77,3.07,2.93,1.93,7.83,3.04,2.5,1.48,4.6,2.27,1.44,2,3.31,0.75,1.47,1.29,2.47,0.08,2.19,5.27,4.23,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,3.97,2.94,3.21,4.22,4.67,7.93,1.2,2.06,1.18,0.82,1.56,1.72,2.23,3.95,3.61,1.92,0.69,3.94,5.35,3.16,4.54,0.32,4.7,0.61,6.76,6.39,2.4,3,6.43,1.04,6.51,2.9,6.41,2.62,6.72,3.97,3.68,4.77,3.12,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,5.08,11.87,6.37,4.96,4.81,6.21,2.79,7.84,6.37,2.34,6.45,4.31,3.92,8.87,3.72,3.5,2.88,6.44,6.03,1.88,6.07,3.47,11.24,1.66,4.64,2.5,4.24,12.03,3.34,4.2,2.7,5.55,4.59,6.56,7.79,6.2,5.42,6.66,5.17,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.77,4.12,4.33,3.75,2.51,2.02,11.87,6.95,4.09,5.02,2.92,3.64,2.97,6.87,2.95,0.96,1.4,1.25,4.55,3.69,0.21,2.8,1.34,2.83,3.39,1.5,2.86,3.57,12.6,4.02,3.92,3.63,5.59,5.2,10.59,5.52,2.27,7.7,1.06,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.91,10.49,4.62,7.56,7.91,4.9,8.34,2.6,9.19,5.69,7.91,3.73,5.38,14.46,2.09,2.74,6.58,8.69,5.24,12.12,4.03,5.1,7,5.61,3.03,4.62,12.76,9.13,4.67,2.24,4.28,2.63,2.01,9.7,7.58,8.59,5.86,5.75,11.01,7.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
