CHESHUNT-DARNICLE-HILL-PUMPING-STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL309048,Long,-0.10614,Lat,51.726646,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,0.88,3.75,1.89,1.29,2.85,3.74,2.66,2.41,3.48,1.43,2.8,2.32,3.29,1.72,3.96,1.82,2.45,1.97,1.76,1.81,1.78,1.42,4.17,4.53,3.18,5.7,2.35,2.07,2.42,5.13,1.49,2.06,2.31,2.26,4.21,1.18,1.14,2.87,2.04,1.18,1.27,2.39,4.1,1.17,2.84,2.55,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,2.82,3.93,3.71,0.85,1.13,2.98,0.42,0.17,2.28,3.65,0.71,3.23,2.68,3.44,2.08,0.5,0.86,1.88,0.21,1.34,0.14,2.97,2.01,4.46,0.57,0.91,1.62,1.66,1.05,1.32,1.19,1.75,2.75,1.88,1.41,1.29,4.13,5.09,0.71,1.84,2.26,1.84,0.49,3.13,2.8,0.09,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,4.4,1.16,4.47,1.84,0.87,2.99,1.72,1.25,1.81,2.16,1.11,0.74,0.2,2.3,2.09,0.19,1.9,0.1,1.57,2.63,2.23,0.47,1.23,2.57,0.48,1.76,2.95,2.96,1.75,0.54,0.27,0.71,1.59,5.68,0.87,0.93,0.82,3.3,3.13,0.59,2.71,1.27,0.99,1.07,1.1,2.06,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,0.75,1.02,1.46,2.3,3.32,3.21,4.42,1.69,2.73,1.47,4,1.43,2.4,1.92,0.71,1.65,2.49,3.88,2.41,1.02,1.45,3.42,1.36,3.22,0.12,2.83,1.52,1.46,1.6,1.21,1.72,1.42,1.5,1.92,1.26,1.63,1.77,2.88,1.39,2.4,0.22,0.39,1.17,0.2,1.29,2.57,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.96,2.87,2.27,2.54,2.62,0.29,1.17,0.9,1.24,1.67,4.11,1.99,1.73,1.09,1.05,2,2.47,2.85,3.33,2.16,0.56,1.63,1.25,2.73,2.59,1.56,1.89,1.91,2.78,2.2,0.71,2.33,2.47,0.89,2.71,2.35,1.75,2.32,1.56,1.39,2.11,4.6,0.71,0.73,2.76,0.73,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1.38,1.39,3.06,1.04,1.33,1.44,1.84,0.6,1.26,0.76,2.45,0.07,2.82,3.39,3.09,1.25,0.99,1.19,1.51,1.92,1.11,3.35,4.6,1.85,0.49,1.77,1.11,0.96,0.23,1.77,2.03,1.83,2.2,2.37,2.68,0.45,1.37,0.79,0.89,1.69,4.05,1.87,3.07,1.66,5.28,1.25,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,1.81,4.98,1.7,3.65,3.22,1.8,4.23,0.37,3.19,2.46,4.71,3.21,2.39,2.4,1.55,2.89,2.12,2.97,1.89,1.29,1.42,0.58,4.79,1.51,1.99,2.36,2.31,3.76,2.31,1.69,1.61,2.66,3.09,2.02,0.78,1.95,4.11,0.97,0.61,3.38,3,0.23,4.72,3.35,2.62,2.33,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.17,3.9,3.93,4.53,1.64,2.06,1.34,1.12,2.73,2.01,2.16,3.05,1.03,3.36,1.49,1.19,3.22,4.25,2.44,0.59,2.51,1.65,0.38,1.14,1.36,3.68,0.01,5.11,1.72,1.71,3.4,1.35,4.43,0.15,2.96,1.67,2.36,3.78,3.03,1.65,3.73,1.78,5.57,2.44,3.05,2.12,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.13,1.99,1.39,1.61,5.36,1.46,2.66,2.13,2.73,1.64,2.9,3.42,1.82,4.5,0.55,0.76,3.56,2.84,2.08,2.64,1.83,3.75,3.3,2.48,2.58,1.82,1.08,0.58,1.11,1.9,2.78,2.25,4.43,1.39,1.58,0.34,2.64,3.34,3.53,1.97,1.75,1.69,2.1,3.41,3.47,0.04,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,1.63,2.01,3.83,4.05,1.35,0.53,1.23,0.81,0.94,4.81,3.62,3.43,2.07,2.74,3.56,3.34,1.17,0.58,4.57,1.44,1.65,3.71,2.32,2.24,3.34,6.32,3.3,0.99,4.31,2.92,3.52,2.67,1.31,0.11,2.51,6.09,0.35,0.86,2.52,3.37,2.62,4.01,1.73,1.86,3.06,2,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,2.78,2.39,4.4,1.65,2.54,2.24,1.31,2.12,1.4,1.73,2.75,1.79,4.72,2.19,2.5,5.75,4.22,2.99,1.53,1.05,1.75,3.86,3.11,1.53,3.42,4.1,6.99,2.68,1.92,1.51,3.94,0.32,5.03,1.1,1.81,2.77,5.06,5.09,3.41,1.32,4.41,1.09,0.59,2.44,2.07,2.49,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,7.29,5.31,3.28,0.78,2.69,3.94,2.55,1.44,3.03,2.69,3.39,2.02,0.24,2.73,2.88,5.87,2.77,0.84,0.6,0.48,5.68,2.95,1.62,3.54,3.79,1.2,1.4,1.64,2.6,1.71,1.41,3.7,2.14,3.03,2.75,1.53,1.79,1.69,2.67,0.58,1.55,1.88,3.65,2.33,3.1,4.12,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,28,34.7,35.39,26.13,28.92,26.68,25.55,15.01,26.82,26.48,34.71,26.7,25.39,31.78,25.51,27.21,28.22,26.34,23.9,18.37,22.11,29.76,30.14,31.8,23.91,34.01,26.53,25.78,23.8,23.61,24.07,23.05,33.25,22.8,25.53,22.18,27.29,32.98,25.49,21.36,29.68,23.04,28.89,23.79,33.44,22.35,32.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
